,subbasin,lu_resair_pct,lu_commcmu_pct,lu_rgcd_pct,lu_com_pct,lu_indh_pct,lu_indl_pct,lu_resl_pct,lu_ins_pct,lu_resm_pct,lu_resmfhd_pct,lu_comn_pct,lu_comnmu_pct,lu_os_pct,lu_shore_pct,lu_rgctm_pct,lc_pasture_pct,lc_grass_pct,lc_water_pct,lc_imp-roof_pct,lc_imp-nonroof_pct,lc_imp-total_pct,age_of_development_score,pavement_condition_score,biodiversity_pct,urban_heat_degC,discharge_points_count,access,economic_value,environmental_value,livability_value,opportunity_value
15,FS_06,0.0,0.0,0.549518192870867,0.0,0.0,0.0,0.008696489930598,0.3429931975562097,0.0188167336466146,0.0,0.0,0.0,0.0043048763130541,0.0756705096826564,0.0,0.1756112333497339,0.102972381907081,0.0048144215453276,0.1864079338553071,0.5129566412122176,0.6993645750675248,5.0,52.33554498452138,0.0,29.104981250776085,3.0,0.09272139142597628,-0.5565774294169856,-0.7442867232007412,-0.6738257373842004,-0.3713808010487623
16,FS_07,0.0,0.0,0.8674299244653658,0.0,0.0,0.0433186750318908,0.0,0.0,0.0,0.0,0.0,0.0,0.0728524537649712,0.016398946737772,0.0,0.1849777487746203,0.0830584238684743,0.0004357427541009,0.2286690714564956,0.4767997543087025,0.7054688257651981,4.999479779445335,59.48644351015017,0.0,29.139132502167648,1.0,0.06956017536895742,-0.3710343720937981,-0.6962466994157417,-0.5599095931225346,-0.28684552037650374
17,FS_08,0.0,0.0,0.1280943819877949,0.0079199317219076,0.0,0.0231679146778646,0.3945270118130578,0.0,0.2536748828294431,0.0,0.0174792434818908,0.0,0.175136633488041,0.0,0.0,0.2721053038866391,0.1580859035209713,0.0,0.1355454430985397,0.3561137903690278,0.4916592334675675,4.993034596579496,54.19463848149248,0.0325622086740992,29.04138692797354,1.0,-0.7155995313230036,-0.8180764193939478,-2.502297435014105,-1.508245372206613,-1.4407609704913293
18,FS_09,0.0,0.0,0.0094202584453489,0.0017758271939997,0.0,0.0,0.5651811234833646,0.034906362171404,0.1719489111214241,0.0,0.0422446716371765,0.0958585249147033,0.0786643210325786,0.0,0.0,0.3231500309695425,0.0932357163054787,0.0,0.2049644867052049,0.3228275312706825,0.5277920179758875,5.0,53.641258718486746,0.0050474638747897,29.30680921137518,0.0,-0.374030255028434,-1.4341939258188783,-3.2007776232054757,-2.3428097316763044,-2.0041433045928576
19,FS_10,0.0,0.1139620293183118,0.0,0.0025150533602329,0.0,0.0,0.5644718627591496,0.0,0.1843300919250056,0.010150354443349,0.0580973764842,0.0071717740461125,0.0593014576636384,0.0,0.0,0.3065566646303256,0.1269899294661077,0.0,0.185345520537703,0.3185831637471204,0.5039286842848234,5.0,58.43414776058451,0.0152617434160333,29.014862499255184,3.0,-1.1741118021566224,-2.577212789315601,-3.6988375975506544,-1.8942513664018674,-2.174995962414481
20,FS_11,0.0,0.0328023027516029,0.0,0.0094000911832744,0.0,0.0090267691958879,0.6490618359213632,0.0,0.1051152725343628,0.0061831618279437,0.0323099277089902,0.0009659432099016,0.1551346956666728,0.0,0.0,0.1865930198439129,0.2968786928114728,0.0,0.1503919132896513,0.2278448513008202,0.3782367645904715,4.973745393590315,60.23115151715272,0.0599447859152855,28.88130296471647,15.0,-1.8556836023513834,-2.3788823838922917,-2.2315416962810355,-2.673808856320084,-2.379096960766721
21,FS_12,0.0,0.0,0.3378686325424838,0.0,0.0,0.0,0.0766474282497149,0.0,0.0079829090426667,0.1515248692830609,0.0,0.1238249636994865,0.2924126018908282,0.0097385952917588,0.0,0.2779695972286494,0.0697350740131881,0.0,0.1223584095322702,0.4457259234782212,0.5680843330104914,5.0,58.31039388320221,0.0146349564187737,29.049586010485974,5.0,-0.04162455551605547,-0.25410187408250196,-0.47135388840991005,-0.10085768945939894,-0.20565904266879262
22,FS_13,0.0,0.0,0.0862285220589535,0.0,0.7896903561013621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1240811218396845,0.0,0.0808964575285754,0.0,0.0037235352341202,0.178099879908337,0.736699629650574,0.914799509558911,4.999531994396296,50.36930830058392,0.0,28.70343002,3.0,0.020572537640751114,-0.0038396609760986164,-0.051517074787683255,-0.045740367504276416,-0.014626770061671106
23,FS_14,0.0,0.0,0.0,0.0,0.7973157539760083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2026842460239917,0.0,0.1862060464225589,0.000140575958794,0.0263211774448012,0.223272688538217,0.5588277569616115,0.7821004454998285,4.9984554034498325,37.487918649649714,0.0,28.70343002,3.0,0.01681974353386715,-0.003139239018673576,-0.042119450729669404,-0.03739651685180591,-0.011958588943292459
24,FS_15,0.0,0.0,0.0,0.0,0.6684907299723739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.331509270027626,0.0,0.0336413966109482,0.003231984066839,0.0389614978050541,0.2203986102825128,0.7037665112346458,0.9241651215171588,5.0,42.50499947818402,0.0,28.70343002,4.0,0.007408136986253975,-0.00138265560566371,-0.018551213944665038,-0.016471031147954576,-0.0052670758549814905
25,JC_01,0.0,0.0,0.0,0.0,0.0,0.0,0.974482414482542,0.0,0.0,0.0,0.0,0.0,0.0255175855174581,0.0,0.0,0.1354259392165492,0.2280513227098923,0.0,0.1730187233500797,0.1355060822756438,0.3085248056257236,4.9322488017571615,69.06832231698006,0.1319979392248492,28.940437528578077,19.0,0.20787072570287538,1.300888496813096,0.3406360160535348,1.0197584755188385,0.7858504403796636
26,JC_02,0.0,0.0,0.0,0.0,0.0,0.0,0.6114822246221171,0.0,0.0,0.0,0.0,0.0,0.3885177753778828,0.0,0.0,0.0919945049852157,0.1534446351820407,0.0,0.1071570172081808,0.1085261574120969,0.2156831746202778,4.701497936375597,56.60794496679359,0.3312085473736062,28.322136720650235,9.0,0.10844697729949561,0.9637930227930945,0.3087530034146443,0.7665280079524527,0.4615449423093452
27,JC_03,0.0,0.0,0.0,0.0,0.0,0.0,0.8428946376231637,0.0,0.0627581384786357,0.0,0.0943472238982005,0.0,0.0,0.0,0.0,0.2360782471804746,0.1480569370027906,0.0,0.2547449654763319,0.2737979259631589,0.5285428914394908,4.81547159466969,70.67615930153644,0.0,29.461424307250415,6.0,0.12241415369670264,0.17185414774070695,-0.0854485120318802,0.05499111160059313,0.08758474053551532
28,LC_01,0.0,0.1688830259854857,0.0,0.0899147635878461,0.0,0.0,0.1048572321547547,0.1992863006700608,0.0903967869814259,0.1644666570870424,0.0333378784273486,0.0033512451486589,0.1455061099573767,0.0,0.0,0.1509820256433212,0.2294141964894516,0.0027258919364507,0.153013534043002,0.3515819252876719,0.504595459330674,4.9979261523399945,59.31803182007698,0.0959065851057456,29.06757469579108,7.0,0.3162599056102149,-0.6380221339907601,2.195716902442059,-0.3108487614650087,0.13024206013969583
29,LC_02,0.0,0.0801416327049393,0.0,0.1057821483996325,0.0,0.0,0.4594869345032273,0.054520302560556,0.1869664616463661,0.0093476663469906,0.0090673740995741,0.0,0.0946874797387139,0.0,0.0,0.219287910815014,0.1298501234323424,0.0,0.1979243295729106,0.3500545511038395,0.54797888067675,4.988131225351927,62.94147716162448,0.0500236032034453,29.29319904619676,3.0,1.009253455799865,0.3057209115583554,3.733878800238092,0.21405312066950638,1.6884892235350877
30,LC_03,0.0,0.0,0.0,0.2127183770625935,0.0,0.0,0.116779143690659,0.0418954106212888,0.009494346758769,0.0,0.0,0.0,0.6191127218666895,0.0,0.0,0.1805730107265247,0.1572198935700942,0.0,0.054322065921925,0.3380399843693865,0.3923620502913115,4.950752616862975,60.590014505741244,0.2196149772036075,29.388542151391263,4.0,0.11698578191216305,-0.14081078969210947,0.16316848069116496,-0.039825157621154406,-0.054046584333323704
31,LC_04,0.0,0.0,0.0,0.4684777183409251,0.0,0.0267621126322888,0.0,0.0,0.1780621468786829,0.0499996317936804,0.0,0.0,0.2766983903544226,0.0,0.0,0.1500909874073814,0.1710528226241813,0.0087766364135978,0.1130966635369035,0.381547932129934,0.4946445956668376,4.991189900546959,60.920310908646094,0.0635689981343808,29.151373759538156,11.0,0.40377665013803615,0.6321778382196521,1.028889523003839,0.6300582174299859,0.1390073224489647
32,LC_05,0.0,0.0,0.0,0.016201236286207,0.0925509767362161,0.2151176383890158,0.0309871485324902,0.0,0.1830522735087481,0.0473225738628027,0.0523850647287793,0.0,0.3623830879557406,0.0,0.0,0.2036079171480091,0.1261539931134715,0.0,0.1342153159179363,0.4015416961415378,0.5357570120594741,4.9950575406926205,60.1152871928803,0.0620594872628176,28.46740899025769,18.0,-0.3113741769551978,-0.5394910410372833,0.2612116271238263,-0.042136778100246575,-0.192622314202539
33,LC_06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0095667055998718,0.0,0.0,0.0,0.9904332944001282,0.0,0.0,0.1129106636957644,0.1760847699530867,0.0,0.0958914662417746,0.1378153738533423,0.2337068400951169,5.0,51.395514692968455,0.2448049989867579,29.15323099455274,4.0,0.055379817395498895,0.5977288049527875,0.5348457847663836,1.0826108914201518,0.4438962109585024
34,LP_01,0.0,0.0237834356794634,0.1902834775693924,0.0073798094325709,0.3724180898872026,0.2180039310603985,0.0,0.0,0.0022511625088331,0.0,0.0,0.0,0.1125232070383042,0.0733568868238345,0.0,0.1573766150691117,0.053625278135856,0.0033734347516481,0.0970930087193251,0.6233197979937436,0.7204128067130687,5.0,55.71203128406097,0.0463592445361479,28.77678742149289,16.0,0.004795821967654181,-0.11749406585331597,-0.6436455430542428,-0.23774930691727292,-0.24564924698289975
35,LP_02,0.0,0.1128309769768397,0.0,0.0617289916411198,0.0009565556199013,0.0030950855235263,0.4973755261116461,0.0,0.0814730803579256,0.0,0.0054514280885463,0.0496510653286897,0.1792459403845699,0.0081913499672348,0.0,0.2018387601283294,0.2395944691600988,0.0001427458431704,0.1313371404997579,0.2818770560740296,0.4132141965737875,4.99520660899881,55.41860767614921,0.0873771187708278,29.11536158107274,32.0,-0.42708686967250553,-1.762719209059165,-5.216319975646376,-1.035138927106551,-2.325072261951978
36,LP_03,0.0,0.0,0.0,0.0,0.0,0.0,0.5970263465102643,0.0,0.2320699758723333,0.0,0.0537391992370909,0.0159064775292302,0.1012580008510813,0.0,0.0,0.2383776969692409,0.2589961756386086,0.0,0.1507827120434081,0.2776376594785348,0.4284203715219429,4.9561215512213455,64.41259942653282,0.0147131448056199,29.031554947466716,24.0,-0.32283721387455583,-0.9715554842278886,-1.2289221059594708,-0.6477895697739915,-0.8330080555750122
37,LP_04,0.0,0.0667007027479902,0.0,0.0,0.0,0.0,0.6375690436600997,0.0,0.1156500518021059,0.0354535201551752,0.0466885419687979,0.0,0.0979381396658309,0.0,0.0,0.1688056024459738,0.3470246384442393,0.0,0.1473665104714636,0.2363211867110824,0.3836876971825461,4.936096555141429,66.08511924143372,0.0398086866868913,29.18521316296805,30.0,-0.4971345091336622,-1.6240164751696726,-1.2251936534447418,-0.6477172959022327,-1.3883319179254145
38,LP_05,0.0,0.0534224725362495,0.0,0.0,0.0,0.0,0.3126077475617742,0.0,0.1114540685905211,0.1837955551268096,0.0381500924306359,0.0,0.3005700637540095,0.0,0.0,0.1422561344270998,0.2267176240115205,0.0,0.1276440310141708,0.2331477707719483,0.3607918017861191,4.98060591969433,69.19548165619969,0.1679393407346608,29.15875444711848,128.0,-0.12533947575131424,-1.9047088601515576,-0.942242514167093,0.049158453885955244,-0.9633701702402708
39,LP_06,0.0,0.0,0.0,0.0,0.0,0.0,0.2011983681588372,0.0,0.0144881436785483,0.0021756048119754,0.0,0.0,0.7821378833506389,0.0,0.0,0.0645895370513856,0.1636508345421181,0.0,0.0224194410113382,0.0411666694553173,0.0635861104666556,4.953165763565689,44.37776778157272,0.596888274115771,29.04461353857557,8.0,-0.8661988214915011,0.7647389234707204,-0.6279014520430533,1.8233184513643825,-0.00940806832819148
40,NE_01,0.0,0.0,0.0,0.0,0.0,0.0,0.9173182443992652,0.0,0.0222504514038085,0.0,0.0049947387409789,0.0,0.0554365654559473,0.0,0.0,0.1681394984402984,0.236294700359359,0.0010556435544681,0.1724950925380984,0.2009759074410891,0.3734709999791876,4.952130590542305,61.99390284268214,0.1009010163125985,28.64565354390032,8.0,0.02109063842521726,1.0337091429388259,0.28006087260417273,1.0064734469007597,0.651397495182706
41,NE_02,0.0,0.0,0.0,0.0,0.0,0.0,0.5388386416544955,0.0,0.0,0.0,0.0,0.0,0.3772602037598974,0.0839011545856072,0.0,0.077480793195869,0.2091127178696864,0.0168562956202102,0.1088139616562531,0.1214404157002551,0.2302543773565082,4.962253682312119,72.63303099776938,0.3095683613537118,28.628573187846925,11.0,0.05891419892737522,1.4520622322841246,0.639465188467546,1.656723466209907,0.9031692303434817
42,NE_03,0.0,0.0,0.0,0.0,0.0019678762068781,0.0,0.6454308351096385,0.0,0.0107919954019363,0.0,0.0067215827883993,0.0,0.2921813707200201,0.0429063397731276,0.0,0.142887553485046,0.2529457745935515,0.0153577586444928,0.1436932019106129,0.1524861845418429,0.2961793864524559,4.762443142843874,72.51220377188585,0.1393812094679979,29.072603902875613,45.0,0.5132265452208326,2.540185470622772,0.021483904639925777,1.7144737493526505,1.430867537275436
43,NE_04,0.0,0.0,0.0,0.0,0.0932094874046658,0.0,0.4400481125713619,0.0,0.0201985424705066,0.0,0.0135010360612283,0.0,0.3850342404344359,0.0480085810578013,0.0,0.1652994884991085,0.1545065609111126,0.0054093175389103,0.103367796001272,0.1830838584648217,0.2864516544660937,4.965853443555604,68.50199620165183,0.2631177595854057,29.01911788082336,64.0,-0.4072635499462001,1.3259652710103749,-1.42477330299644,1.782591049320648,0.32769249646091925
44,NE_05,0.0,0.0,0.0,0.0,0.7710592125630507,0.0,4.430682189444959e-06,0.0,0.0,0.0,0.0,0.0,0.0785067157759732,0.1504296409787866,0.0,0.2014304484345485,0.3688421751797323,0.0128799230330813,0.0232577350349826,0.2326795126512153,0.2559372476861979,4.990137618337562,78.26889169637325,0.2605396528786841,28.83687718257036,40.0,0.5204194399196761,0.7975631066699405,-0.8083215014721317,0.7129163916629787,0.11692122035613282
45,NE_06,0.0,0.0,0.0,0.0,0.849383414318144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1506165856818558,0.0,0.3778489880883257,0.0754474349472395,0.0453806209997331,0.0642702540644021,0.4350883339483201,0.4993585880127222,4.989072187758913,46.477825091642174,0.0,28.706123569257343,17.0,0.07291318343601198,-0.013819087538769011,-0.18609851189159377,-0.1606416444298835,-0.05270251948346165
46,NT_01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8740748058034801,0.1259251941965199,0.0,0.0748886486813531,0.0590068042307519,0.0229966615108762,0.0160784451625134,0.1125711569608696,0.1286496021233831,4.97124211639342,45.1023582353288,0.7349526500078853,26.10256451,5.0,0.011305811161174557,0.0635350840042077,0.6838704579083578,0.3301015707718462,0.24468956131769204
47,NT_02,0.0,0.0,0.0,0.000306888898969,0.0,0.0,0.7259167198623415,0.0,0.1436000123112353,0.0150301623476747,0.0218711648671833,0.0,0.0599989843610393,0.0332760673515566,0.0,0.2245641266189357,0.1699708830026771,0.0080603236110662,0.1819576533295722,0.3307375274355703,0.5126951807651425,4.995870224414905,71.79629208007665,0.0098255218652878,28.20273141429861,16.0,2.114246174028953,0.006911135604282748,6.544016791542745,1.3101169784058084,2.5980221106771535
48,NT_03,0.0,0.0,0.0,0.0,0.0,0.0,0.7378333641496494,0.0,0.037526709098091,0.0,0.0139451215411025,0.0,0.107689183116994,0.1030056220941629,0.0,0.219154873047914,0.153662737859163,0.0186944386413648,0.1614127737182435,0.3244052076212096,0.4858179813394532,4.9968965620886845,61.50710584928232,0.0609020071142384,28.189469134903685,17.0,0.4916165695910344,2.1821588944955033,2.847448605299442,1.341134759160531,1.8531226459630803
49,NT_04,0.0,0.0,0.0,0.0,0.0,0.0,0.2692277259672571,0.0,0.0,0.0,0.0,0.0,0.5693628027187829,0.16140947131396,0.0,0.100212320909185,0.1126249641677771,0.046592966668008,0.0687315500744289,0.1437784958742345,0.2125100459486635,4.994480131178058,52.221397157688834,0.344571672658246,27.040896222407756,25.0,0.07899733072883323,0.9323814536260634,0.7109376877532684,0.6012407427754956,0.5516382397856545
50,NT_05,0.0,0.0,0.0,0.0015794388476915,0.0,0.0,0.7969223247124544,0.0248070750815674,0.0685720520141137,0.0,0.0173426651264725,0.028920446506125,0.0600711508658968,0.0017848468456784,0.0,0.2050563638033413,0.1865923641771074,0.0007056659198385,0.1853179006247071,0.2889594587587319,0.474277359383439,4.997690093281039,60.12336811406081,0.0338403768016392,28.955793662143776,7.0,5.10705812758766,11.112792595401894,9.736962622145992,6.179466073665523,9.741642996595669
51,NT_06,0.0,0.0,0.0,0.0,0.0,0.0,0.6865565371786088,0.0,0.0,0.0,0.0,0.0,0.1551529186713371,0.1582905441500542,0.0,0.1601378169955114,0.1741879672712045,0.038191271946098,0.1430272241146238,0.2617492103977824,0.4047764345124063,4.930890128730634,54.32022078905041,0.0836460664371579,27.810533139076767,1.0,0.2010768754940987,0.41733363679338426,0.17511275703818163,0.23784234177651517,0.2612942759745347
52,NT_07,0.0,0.0,0.0,0.0034387591238812,0.0,0.0,0.6511780991106572,0.0586279256524397,0.1290542472502173,0.0,0.0243998745535578,0.0751304579250117,0.0534292374019871,0.0047413989822476,0.0,0.2235690439723046,0.1431629300457932,0.0006550284777904,0.2310069019793011,0.2635740547648518,0.4945809567441529,4.999743349066374,52.41367802129763,0.02270433218165,29.223466961863117,11.0,0.7625653969865579,3.0336859075657965,0.5161465207789484,3.062329766592136,3.1192712224336945
53,NT_08,0.0,0.0,0.0,0.0,0.0,0.0,0.7412491175777088,0.0,0.0372403454421271,0.0101070429901122,0.0802744557183103,0.0,0.0675285320009011,0.0636005062708402,0.0,0.2488160704521633,0.1651666668643177,0.0324893012948609,0.2034687293672123,0.2640007922900409,0.4674695216572532,4.985158979553868,54.70421795333,0.003452868805241,26.47251310073508,4.0,-0.019814672626083767,0.30523418148352555,-0.03835157592833977,0.27910010654260536,0.1363523016893893
54,NT_09,0.0,0.0,0.0328409619264845,0.0,0.0,0.0,0.607234849582489,0.0,0.1195333615024943,0.0,0.0173982431380218,0.0,0.1757679285145162,0.047224655335994,0.0,0.135356788967645,0.1810082586564384,0.0237207110741047,0.172752855271518,0.2460266301903945,0.4187794854619125,4.994413337658653,42.70324914694854,0.0883996143379524,27.506596617910866,3.0,0.01649396206084891,0.8226337462540148,-0.5192491859293882,0.8184495685027802,0.44627680483256543
55,NT_10,0.0,0.0,0.2505368025198866,0.0,0.0,0.0,0.1638773431404571,0.208366086733749,0.0713707013612192,0.0258937936803129,0.0594064446792627,0.0144439828174279,0.1655678570886799,0.0405369879790044,0.0,0.1941942688417365,0.0656579990440613,0.0077947742700293,0.2264466456209156,0.3555874292869869,0.5820340749079025,4.992337314702168,48.35950843033379,0.03181054590314,29.52007202997673,5.0,0.40681512072958953,-0.4628132145617175,-2.4051649093194793,0.08897964564921546,-0.17633272482017845
56,NT_11,0.0,0.0,0.7170129241102767,0.0,0.0,0.0,0.0,1.9814907712640897e-07,0.0,0.0038559520004467,0.0,0.0,0.1638264065935692,0.1153045191466301,0.0,0.1245719612358197,0.0157562231499533,0.0098342562566233,0.2119138436239008,0.5036264039498947,0.7155402475737955,4.998629982840464,57.04235681915127,0.1057882549161094,28.775299461195623,6.0,-0.32003790718033187,-0.16675192907964226,-1.998855031455352,-0.3456633579493266,-0.42067329450996377
57,TF_01,0.0,0.0,0.0,0.0,0.6949745275749217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3050254724250782,0.0,0.2519794606683492,0.0498241390223874,0.0872300902397515,0.1880017998002924,0.4180681723615256,0.6060699721618181,4.976685073384856,36.97336858476185,0.0,28.70343002,1.0,0.03414299971222565,-0.0063724536997465265,-0.08549978132820937,-0.07591252872188625,-0.024275167931504336
