vol_cuft,size_fraction,ddt_hr,capture_fraction
3000.0,0.0494,3,0.4798
4000.0,0.0659,3,0.5652
5000.0,0.0823,3,0.6346
6000.0,0.0988,3,0.691
7000.0,0.1153,3,0.7369
8000.0,0.1317,3,0.7749
9000.0,0.1482,3,0.8068
10000.0,0.1647,3,0.8335
12500.0,0.2058,3,0.8834
15000.0,0.247,3,0.9161
17500.0,0.2881,3,0.9392
20000.0,0.3293,3,0.9555
22500.0,0.3705,3,0.9672
25000.0,0.4116,3,0.9752
27500.0,0.4528,3,0.9809
30000.0,0.494,3,0.9847
32500.0,0.5351,3,0.9875
35000.0,0.5763,3,0.9897
37500.0,0.6175,3,0.9916
40000.0,0.6586,3,0.9929
42500.0,0.6998,3,0.9939
45000.0,0.7409,3,0.9949
47500.0,0.7821,3,0.9957
50000.0,0.8233,3,0.9964
55000.0,0.9056,3,0.9975
60000.0,0.9879,3,0.9984
65000.0,1.0702,3,0.9992
70000.0,1.1526,3,0.9997
75000.0,1.2349,3,0.9999
80000.0,1.3172,3,1.0
85000.0,1.3996,3,1.0
90000.0,1.4819,3,1.0
95000.0,1.5642,3,1.0
100000.0,1.6465,3,1.0
125000.0,2.0582,3,1.0
150000.0,2.4698,3,1.0
175000.0,2.8814,3,1.0
200000.0,3.2931,3,1.0
225000.0,3.7047,3,1.0
250000.0,4.1163,3,1.0
275000.0,4.528,3,1.0
300000.0,4.9396,3,1.0
,0.0,6,0.0
1000.0,0.0165,6,0.144
2000.0,0.0329,6,0.2454
3000.0,0.0494,6,0.3291
4000.0,0.0659,6,0.401
5000.0,0.0823,6,0.4636
6000.0,0.0988,6,0.5187
7000.0,0.1153,6,0.5673
8000.0,0.1317,6,0.6107
9000.0,0.1482,6,0.649
10000.0,0.1647,6,0.683
12500.0,0.2058,6,0.7525
15000.0,0.247,6,0.8045
17500.0,0.2881,6,0.8445
20000.0,0.3293,6,0.8749
22500.0,0.3705,6,0.898
25000.0,0.4116,6,0.9166
27500.0,0.4528,6,0.9319
30000.0,0.494,6,0.9444
32500.0,0.5351,6,0.9545
35000.0,0.5763,6,0.9625
37500.0,0.6175,6,0.9687
40000.0,0.6586,6,0.9735
42500.0,0.6998,6,0.9773
45000.0,0.7409,6,0.9805
47500.0,0.7821,6,0.9828
50000.0,0.8233,6,0.9848
55000.0,0.9056,6,0.9879
60000.0,0.9879,6,0.9903
65000.0,1.0702,6,0.9921
70000.0,1.1526,6,0.9937
75000.0,1.2349,6,0.9949
80000.0,1.3172,6,0.9959
85000.0,1.3996,6,0.9968
90000.0,1.4819,6,0.9975
95000.0,1.5642,6,0.9982
100000.0,1.6465,6,0.9987
125000.0,2.0582,6,1.0
150000.0,2.4698,6,1.0
175000.0,2.8814,6,1.0
200000.0,3.2931,6,1.0
225000.0,3.7047,6,1.0
250000.0,4.1163,6,1.0
275000.0,4.528,6,1.0
300000.0,4.9396,6,1.0
,0.0,12,0.0
1000.0,0.0165,12,0.0875
2000.0,0.0329,12,0.1558
3000.0,0.0494,12,0.2159
4000.0,0.0659,12,0.2699
5000.0,0.0823,12,0.3189
6000.0,0.0988,12,0.3642
7000.0,0.1153,12,0.4059
8000.0,0.1317,12,0.4447
9000.0,0.1482,12,0.4806
10000.0,0.1647,12,0.5141
12500.0,0.2058,12,0.5878
15000.0,0.247,12,0.6494
17500.0,0.2881,12,0.7011
20000.0,0.3293,12,0.7448
22500.0,0.3705,12,0.7813
25000.0,0.4116,12,0.8116
27500.0,0.4528,12,0.8372
30000.0,0.494,12,0.8592
32500.0,0.5351,12,0.8778
35000.0,0.5763,12,0.8937
37500.0,0.6175,12,0.9075
40000.0,0.6586,12,0.9192
42500.0,0.6998,12,0.9295
45000.0,0.7409,12,0.9384
47500.0,0.7821,12,0.9461
50000.0,0.8233,12,0.9524
55000.0,0.9056,12,0.9621
60000.0,0.9879,12,0.9694
65000.0,1.0702,12,0.9751
70000.0,1.1526,12,0.9793
75000.0,1.2349,12,0.9825
80000.0,1.3172,12,0.985
85000.0,1.3996,12,0.9871
90000.0,1.4819,12,0.9887
95000.0,1.5642,12,0.9901
100000.0,1.6465,12,0.9915
125000.0,2.0582,12,0.9962
150000.0,2.4698,12,0.9984
175000.0,2.8814,12,0.9998
200000.0,3.2931,12,1.0
225000.0,3.7047,12,1.0
250000.0,4.1163,12,1.0
275000.0,4.528,12,1.0
300000.0,4.9396,12,1.0
,0.0,24,0.0
1000.0,0.0165,24,0.053
2000.0,0.0329,24,0.0968
3000.0,0.0494,24,0.1371
4000.0,0.0659,24,0.1749
5000.0,0.0823,24,0.2104
7500.0,0.1235,24,0.2909
10000.0,0.1647,24,0.362
12500.0,0.2058,24,0.4255
15000.0,0.247,24,0.4825
17500.0,0.2881,24,0.5334
20000.0,0.3293,24,0.5793
22500.0,0.3705,24,0.6206
25000.0,0.4116,24,0.6576
27500.0,0.4528,24,0.6906
30000.0,0.494,24,0.7204
40000.0,0.6586,24,0.8123
50000.0,0.8233,24,0.8738
60000.0,0.9879,24,0.9143
70000.0,1.1526,24,0.941
80000.0,1.3172,24,0.9581
90000.0,1.4819,24,0.9689
100000.0,1.6465,24,0.9756
125000.0,2.0582,24,0.986
150000.0,2.4698,24,0.9921
175000.0,2.8814,24,0.9955
200000.0,3.2931,24,0.9976
225000.0,3.7047,24,0.9991
250000.0,4.1163,24,1.0
275000.0,4.528,24,1.0
300000.0,4.9396,24,1.0
,0.0,36,0.0
1000.0,0.0165,36,0.0393
2000.0,0.0329,36,0.073
3000.0,0.0494,36,0.1045
4000.0,0.0659,36,0.1347
5000.0,0.0823,36,0.163
7500.0,0.1235,36,0.2291
10000.0,0.1647,36,0.289
12500.0,0.2058,36,0.3435
15000.0,0.247,36,0.3935
17500.0,0.2881,36,0.4396
20000.0,0.3293,36,0.4821
22500.0,0.3705,36,0.5215
25000.0,0.4116,36,0.5577
27500.0,0.4528,36,0.5911
30000.0,0.494,36,0.6221
40000.0,0.6586,36,0.7241
50000.0,0.8233,36,0.7987
60000.0,0.9879,36,0.8529
70000.0,1.1526,36,0.8919
80000.0,1.3172,36,0.9206
90000.0,1.4819,36,0.9416
100000.0,1.6465,36,0.9566
125000.0,2.0582,36,0.9756
150000.0,2.4698,36,0.9848
175000.0,2.8814,36,0.9903
200000.0,3.2931,36,0.994
225000.0,3.7047,36,0.9963
250000.0,4.1163,36,0.998
275000.0,4.528,36,0.9993
300000.0,4.9396,36,0.9999
,0.0,48,0.0
1000.0,0.0165,48,0.0319
2000.0,0.0329,48,0.0599
3000.0,0.0494,48,0.0863
4000.0,0.0659,48,0.1113
5000.0,0.0823,48,0.1355
7500.0,0.1235,48,0.1924
10000.0,0.1647,48,0.2449
12500.0,0.2058,48,0.2931
15000.0,0.247,48,0.3378
17500.0,0.2881,48,0.3794
20000.0,0.3293,48,0.4181
22500.0,0.3705,48,0.4546
25000.0,0.4116,48,0.4889
27500.0,0.4528,48,0.5208
30000.0,0.494,48,0.5508
40000.0,0.6586,48,0.6541
50000.0,0.8233,48,0.7339
60000.0,0.9879,48,0.7961
70000.0,1.1526,48,0.8437
80000.0,1.3172,48,0.88
90000.0,1.4819,48,0.9078
100000.0,1.6465,48,0.9289
125000.0,2.0582,48,0.9625
150000.0,2.4698,48,0.9774
175000.0,2.8814,48,0.9852
200000.0,3.2931,48,0.9903
225000.0,3.7047,48,0.9932
250000.0,4.1163,48,0.9955
275000.0,4.528,48,0.9975
300000.0,4.9396,48,0.9989
,0.0,72,0.0
1000.0,0.0165,72,0.0239
2000.0,0.0329,72,0.0449
3000.0,0.0494,72,0.0654
4000.0,0.0659,72,0.0849
5000.0,0.0823,72,0.1041
7500.0,0.1235,72,0.1493
10000.0,0.1647,72,0.1919
12500.0,0.2058,72,0.2317
15000.0,0.247,72,0.2697
17500.0,0.2881,72,0.3052
20000.0,0.3293,72,0.3386
22500.0,0.3705,72,0.3702
25000.0,0.4116,72,0.4006
27500.0,0.4528,72,0.4292
30000.0,0.494,72,0.4564
40000.0,0.6586,72,0.5534
50000.0,0.8233,72,0.6345
60000.0,0.9879,72,0.701
70000.0,1.1526,72,0.7569
80000.0,1.3172,72,0.8028
90000.0,1.4819,72,0.8398
100000.0,1.6465,72,0.8704
125000.0,2.0582,72,0.9237
150000.0,2.4698,72,0.9551
175000.0,2.8814,72,0.9724
200000.0,3.2931,72,0.9825
225000.0,3.7047,72,0.9881
250000.0,4.1163,72,0.9914
275000.0,4.528,72,0.9936
300000.0,4.9396,72,0.9954
,0.0,96,0.0
1000.0,0.0165,96,0.0192
2000.0,0.0329,96,0.0368
3000.0,0.0494,96,0.0536
4000.0,0.0659,96,0.07
5000.0,0.0823,96,0.086
7500.0,0.1235,96,0.1243
10000.0,0.1647,96,0.1605
12500.0,0.2058,96,0.195
15000.0,0.247,96,0.2277
17500.0,0.2881,96,0.259
20000.0,0.3293,96,0.2889
22500.0,0.3705,96,0.3172
25000.0,0.4116,96,0.3443
27500.0,0.4528,96,0.3705
30000.0,0.494,96,0.3953
40000.0,0.6586,96,0.4847
50000.0,0.8233,96,0.5625
60000.0,0.9879,96,0.6299
70000.0,1.1526,96,0.6871
80000.0,1.3172,96,0.7359
90000.0,1.4819,96,0.7779
100000.0,1.6465,96,0.8139
125000.0,2.0582,96,0.8808
150000.0,2.4698,96,0.9251
175000.0,2.8814,96,0.9524
200000.0,3.2931,96,0.9694
225000.0,3.7047,96,0.9805
250000.0,4.1163,96,0.9873
275000.0,4.528,96,0.9904
300000.0,4.9396,96,0.9928
,0.0,120,0.0
1000.0,0.0165,120,0.0161
2000.0,0.0329,120,0.0311
3000.0,0.0494,120,0.0455
4000.0,0.0659,120,0.0601
5000.0,0.0823,120,0.0739
10000.0,0.1647,120,0.1391
15000.0,0.247,120,0.1989
20000.0,0.3293,120,0.2539
25000.0,0.4116,120,0.3045
30000.0,0.494,120,0.3514
55000.0,0.9056,120,0.541
80000.0,1.3172,120,0.6803
105000.0,1.7289,120,0.7798
130000.0,2.1405,120,0.8499
155000.0,2.5521,120,0.9
180000.0,2.9638,120,0.9345
205000.0,3.3754,120,0.9561
230000.0,3.787,120,0.9703
255000.0,4.1987,120,0.9808
280000.0,4.6103,120,0.9866
305000.0,5.0219,120,0.9902
,0.0,180,0.0
1000.0,0.0165,180,0.0117
2000.0,0.0329,180,0.0233
3000.0,0.0494,180,0.034
4000.0,0.0659,180,0.045
5000.0,0.0823,180,0.0554
10000.0,0.1647,180,0.1061
15000.0,0.247,180,0.1535
20000.0,0.3293,180,0.1983
25000.0,0.4116,180,0.2398
30000.0,0.494,180,0.2788
55000.0,0.9056,180,0.4447
80000.0,1.3172,180,0.5724
105000.0,1.7289,180,0.6761
130000.0,2.1405,180,0.757
155000.0,2.5521,180,0.8177
180000.0,2.9638,180,0.8661
205000.0,3.3754,180,0.9051
230000.0,3.787,180,0.9326
255000.0,4.1987,180,0.9529
280000.0,4.6103,180,0.966
305000.0,5.0219,180,0.975
,0.0,240,0.0
1000.0,0.0165,240,0.0098
2000.0,0.0329,240,0.0185
3000.0,0.0494,240,0.0277
4000.0,0.0659,240,0.036
5000.0,0.0823,240,0.0449
10000.0,0.1647,240,0.0867
15000.0,0.247,240,0.1264
20000.0,0.3293,240,0.1636
25000.0,0.4116,240,0.1993
30000.0,0.494,240,0.2332
55000.0,0.9056,240,0.3811
80000.0,1.3172,240,0.4975
105000.0,1.7289,240,0.5936
130000.0,2.1405,240,0.6762
155000.0,2.5521,240,0.7456
180000.0,2.9638,240,0.7994
205000.0,3.3754,240,0.8443
230000.0,3.787,240,0.882
255000.0,4.1987,240,0.9124
280000.0,4.6103,240,0.9361
305000.0,5.0219,240,0.9522
,0.0,360,0.0
1000.0,0.0165,360,0.007
2000.0,0.0329,360,0.0131
3000.0,0.0494,360,0.0199
4000.0,0.0659,360,0.0265
5000.0,0.0823,360,0.0331
10000.0,0.1647,360,0.0637
15000.0,0.247,360,0.0939
20000.0,0.3293,360,0.1224
25000.0,0.4116,360,0.1505
30000.0,0.494,360,0.177
55000.0,0.9056,360,0.2982
80000.0,1.3172,360,0.4003
105000.0,1.7289,360,0.4855
130000.0,2.1405,360,0.5593
155000.0,2.5521,360,0.6247
180000.0,2.9638,360,0.6849
205000.0,3.3754,360,0.7368
230000.0,3.787,360,0.7812
255000.0,4.1987,360,0.8198
280000.0,4.6103,360,0.8536
305000.0,5.0219,360,0.8824
,0.0,480,0.0
1000.0,0.0165,480,0.0055
2000.0,0.0329,480,0.0109
3000.0,0.0494,480,0.0154
4000.0,0.0659,480,0.0207
5000.0,0.0823,480,0.026
10000.0,0.1647,480,0.0508
15000.0,0.247,480,0.0749
20000.0,0.3293,480,0.0983
25000.0,0.4116,480,0.1211
30000.0,0.494,480,0.1433
55000.0,0.9056,480,0.2457
80000.0,1.3172,480,0.3362
105000.0,1.7289,480,0.4137
130000.0,2.1405,480,0.481
155000.0,2.5521,480,0.5421
180000.0,2.9638,480,0.5975
205000.0,3.3754,480,0.648
230000.0,3.787,480,0.695
255000.0,4.1987,480,0.7379
280000.0,4.6103,480,0.7757
305000.0,5.0219,480,0.8097
,0.0,720,0.0
1000.0,0.0165,720,0.0038
2000.0,0.0329,720,0.0076
3000.0,0.0494,720,0.0114
4000.0,0.0659,720,0.0143
5000.0,0.0823,720,0.018
10000.0,0.1647,720,0.0363
15000.0,0.247,720,0.0535
20000.0,0.3293,720,0.0702
25000.0,0.4116,720,0.0866
30000.0,0.494,720,0.1035
55000.0,0.9056,720,0.1813
80000.0,1.3172,720,0.2538
105000.0,1.7289,720,0.3194
130000.0,2.1405,720,0.3787
155000.0,2.5521,720,0.4318
180000.0,2.9638,720,0.4809
205000.0,3.3754,720,0.5269
230000.0,3.787,720,0.5697
255000.0,4.1987,720,0.6106
280000.0,4.6103,720,0.6488
305000.0,5.0219,720,0.6846
