vol_cuft,size_fraction,ddt_hr,capture_fraction
100000.0,1.8779,2,1.0
125000.0,2.3473,2,1.0
150000.0,2.8168,2,1.0
175000.0,3.2863,2,1.0
200000.0,3.7557,2,1.0
225000.0,4.2252,2,1.0
250000.0,4.6947,2,1.0
275000.0,5.1641,2,1.0
300000.0,5.6336,2,1.0
,0.0,3,0.0
1000.0,0.0188,3,0.2363
2000.0,0.0376,3,0.3829
3000.0,0.0563,3,0.4952
4000.0,0.0751,3,0.5844
5000.0,0.0939,3,0.6562
6000.0,0.1127,3,0.7144
7000.0,0.1315,3,0.761
8000.0,0.1502,3,0.7989
9000.0,0.169,3,0.8299
10000.0,0.1878,3,0.8556
12500.0,0.2347,3,0.9035
15000.0,0.2817,3,0.9343
17500.0,0.3286,3,0.9551
20000.0,0.3756,3,0.97
22500.0,0.4225,3,0.9795
25000.0,0.4695,3,0.9857
27500.0,0.5164,3,0.9898
30000.0,0.5634,3,0.9923
32500.0,0.6103,3,0.9942
35000.0,0.6573,3,0.9958
37500.0,0.7042,3,0.9968
40000.0,0.7511,3,0.9975
42500.0,0.7981,3,0.998
45000.0,0.845,3,0.9983
47500.0,0.892,3,0.9987
50000.0,0.9389,3,0.999
55000.0,1.0328,3,0.9994
60000.0,1.1267,3,0.9996
65000.0,1.2206,3,0.9997
70000.0,1.3145,3,0.9999
75000.0,1.4084,3,1.0
80000.0,1.5023,3,1.0
85000.0,1.5962,3,1.0
90000.0,1.6901,3,1.0
95000.0,1.784,3,1.0
100000.0,1.8779,3,1.0
125000.0,2.3473,3,1.0
150000.0,2.8168,3,1.0
175000.0,3.2863,3,1.0
200000.0,3.7557,3,1.0
225000.0,4.2252,3,1.0
250000.0,4.6947,3,1.0
275000.0,5.1641,3,1.0
300000.0,5.6336,3,1.0
,0.0,6,0.0
1000.0,0.0188,6,0.1476
2000.0,0.0376,6,0.2518
3000.0,0.0563,6,0.3387
4000.0,0.0751,6,0.4135
5000.0,0.0939,6,0.4787
6000.0,0.1127,6,0.5364
7000.0,0.1315,6,0.5873
8000.0,0.1502,6,0.6328
9000.0,0.169,6,0.673
10000.0,0.1878,6,0.7083
12500.0,0.2347,6,0.778
15000.0,0.2817,6,0.8292
17500.0,0.3286,6,0.8677
20000.0,0.3756,6,0.8956
22500.0,0.4225,6,0.9174
25000.0,0.4695,6,0.9346
27500.0,0.5164,6,0.9486
30000.0,0.5634,6,0.9597
32500.0,0.6103,6,0.9686
35000.0,0.6573,6,0.9756
37500.0,0.7042,6,0.9811
40000.0,0.7511,6,0.9852
42500.0,0.7981,6,0.988
45000.0,0.845,6,0.9901
47500.0,0.892,6,0.9919
50000.0,0.9389,6,0.9932
55000.0,1.0328,6,0.9952
60000.0,1.1267,6,0.9966
65000.0,1.2206,6,0.9976
70000.0,1.3145,6,0.9982
75000.0,1.4084,6,0.9987
80000.0,1.5023,6,0.9991
85000.0,1.5962,6,0.9994
90000.0,1.6901,6,0.9995
95000.0,1.784,6,0.9997
100000.0,1.8779,6,0.9998
125000.0,2.3473,6,1.0
150000.0,2.8168,6,1.0
175000.0,3.2863,6,1.0
200000.0,3.7557,6,1.0
225000.0,4.2252,6,1.0
250000.0,4.6947,6,1.0
275000.0,5.1641,6,1.0
300000.0,5.6336,6,1.0
,0.0,12,0.0
1000.0,0.0188,12,0.0899
2000.0,0.0376,12,0.1596
3000.0,0.0563,12,0.2212
4000.0,0.0751,12,0.277
5000.0,0.0939,12,0.328
6000.0,0.1127,12,0.3752
7000.0,0.1315,12,0.4188
8000.0,0.1502,12,0.4596
9000.0,0.169,12,0.4972
10000.0,0.1878,12,0.5323
12500.0,0.2347,12,0.6103
15000.0,0.2817,12,0.6751
17500.0,0.3286,12,0.729
20000.0,0.3756,12,0.7737
22500.0,0.4225,12,0.81
25000.0,0.4695,12,0.8393
27500.0,0.5164,12,0.863
30000.0,0.5634,12,0.8822
32500.0,0.6103,12,0.8984
35000.0,0.6573,12,0.9127
37500.0,0.7042,12,0.925
40000.0,0.7511,12,0.9354
42500.0,0.7981,12,0.9448
45000.0,0.845,12,0.9529
47500.0,0.892,12,0.9599
50000.0,0.9389,12,0.966
55000.0,1.0328,12,0.9758
60000.0,1.1267,12,0.9825
65000.0,1.2206,12,0.9872
70000.0,1.3145,12,0.9905
75000.0,1.4084,12,0.9926
80000.0,1.5023,12,0.9942
85000.0,1.5962,12,0.9956
90000.0,1.6901,12,0.9966
95000.0,1.784,12,0.9974
100000.0,1.8779,12,0.998
125000.0,2.3473,12,0.9995
150000.0,2.8168,12,1.0
175000.0,3.2863,12,1.0
200000.0,3.7557,12,1.0
225000.0,4.2252,12,1.0
250000.0,4.6947,12,1.0
275000.0,5.1641,12,1.0
300000.0,5.6336,12,1.0
,0.0,24,0.0
1000.0,0.0188,24,0.0546
2000.0,0.0376,24,0.0992
3000.0,0.0563,24,0.1403
4000.0,0.0751,24,0.1791
5000.0,0.0939,24,0.2156
7500.0,0.1408,24,0.2986
10000.0,0.1878,24,0.3725
12500.0,0.2347,24,0.4395
15000.0,0.2817,24,0.4997
17500.0,0.3286,24,0.5538
20000.0,0.3756,24,0.6022
22500.0,0.4225,24,0.646
25000.0,0.4695,24,0.6857
27500.0,0.5164,24,0.7211
30000.0,0.5634,24,0.7529
40000.0,0.7511,24,0.844
50000.0,0.9389,24,0.8958
60000.0,1.1267,24,0.9303
70000.0,1.3145,24,0.9536
80000.0,1.5023,24,0.9698
90000.0,1.6901,24,0.9806
100000.0,1.8779,24,0.9873
125000.0,2.3473,24,0.9962
150000.0,2.8168,24,0.9989
175000.0,3.2863,24,0.9998
200000.0,3.7557,24,1.0
225000.0,4.2252,24,1.0
250000.0,4.6947,24,1.0
275000.0,5.1641,24,1.0
300000.0,5.6336,24,1.0
,0.0,36,0.0
1000.0,0.0188,36,0.0407
2000.0,0.0376,36,0.0751
3000.0,0.0563,36,0.1071
4000.0,0.0751,36,0.1377
5000.0,0.0939,36,0.1666
7500.0,0.1408,36,0.2345
10000.0,0.1878,36,0.2964
12500.0,0.2347,36,0.3534
15000.0,0.2817,36,0.406
17500.0,0.3286,36,0.4548
20000.0,0.3756,36,0.4999
22500.0,0.4225,36,0.5416
25000.0,0.4695,36,0.5801
27500.0,0.5164,36,0.6157
30000.0,0.5634,36,0.6488
40000.0,0.7511,36,0.7572
50000.0,0.9389,36,0.8312
60000.0,1.1267,36,0.8795
70000.0,1.3145,36,0.9135
80000.0,1.5023,36,0.9373
90000.0,1.6901,36,0.9548
100000.0,1.8779,36,0.9678
125000.0,2.3473,36,0.9863
150000.0,2.8168,36,0.9951
175000.0,3.2863,36,0.9987
200000.0,3.7557,36,0.9999
225000.0,4.2252,36,1.0
250000.0,4.6947,36,1.0
275000.0,5.1641,36,1.0
300000.0,5.6336,36,1.0
,0.0,48,0.0
1000.0,0.0188,48,0.0332
2000.0,0.0376,48,0.0619
3000.0,0.0563,48,0.0888
4000.0,0.0751,48,0.1141
5000.0,0.0939,48,0.1387
7500.0,0.1408,48,0.1965
10000.0,0.1878,48,0.2501
12500.0,0.2347,48,0.3
15000.0,0.2817,48,0.3473
17500.0,0.3286,48,0.3914
20000.0,0.3756,48,0.4327
22500.0,0.4225,48,0.4715
25000.0,0.4695,48,0.5079
27500.0,0.5164,48,0.542
30000.0,0.5634,48,0.5742
40000.0,0.7511,48,0.6835
50000.0,0.9389,48,0.7663
60000.0,1.1267,48,0.8279
70000.0,1.3145,48,0.8717
80000.0,1.5023,48,0.904
90000.0,1.6901,48,0.9274
100000.0,1.8779,48,0.945
125000.0,2.3473,48,0.9739
150000.0,2.8168,48,0.9874
175000.0,3.2863,48,0.995
200000.0,3.7557,48,0.9985
225000.0,4.2252,48,0.9999
250000.0,4.6947,48,1.0
275000.0,5.1641,48,1.0
300000.0,5.6336,48,1.0
,0.0,72,0.0
1000.0,0.0188,72,0.025
2000.0,0.0376,72,0.0468
3000.0,0.0563,72,0.0679
4000.0,0.0751,72,0.0877
5000.0,0.0939,72,0.1074
7500.0,0.1408,72,0.1533
10000.0,0.1878,72,0.1967
12500.0,0.2347,72,0.2372
15000.0,0.2817,72,0.2763
17500.0,0.3286,72,0.3134
20000.0,0.3756,72,0.349
22500.0,0.4225,72,0.3826
25000.0,0.4695,72,0.4146
27500.0,0.5164,72,0.4449
30000.0,0.5634,72,0.4738
40000.0,0.7511,72,0.5772
50000.0,0.9389,72,0.6614
60000.0,1.1267,72,0.7309
70000.0,1.3145,72,0.7871
80000.0,1.5023,72,0.8322
90000.0,1.6901,72,0.8669
100000.0,1.8779,72,0.8941
125000.0,2.3473,72,0.9414
150000.0,2.8168,72,0.9672
175000.0,3.2863,72,0.9838
200000.0,3.7557,72,0.9918
225000.0,4.2252,72,0.9964
250000.0,4.6947,72,0.9988
275000.0,5.1641,72,0.9996
300000.0,5.6336,72,1.0
,0.0,96,0.0
1000.0,0.0188,96,0.0201
2000.0,0.0376,96,0.0384
3000.0,0.0563,96,0.056
4000.0,0.0751,96,0.0729
5000.0,0.0939,96,0.0893
7500.0,0.1408,96,0.1284
10000.0,0.1878,96,0.1653
12500.0,0.2347,96,0.2005
15000.0,0.2817,96,0.234
17500.0,0.3286,96,0.2662
20000.0,0.3756,96,0.2976
22500.0,0.4225,96,0.3273
25000.0,0.4695,96,0.3559
27500.0,0.5164,96,0.3835
30000.0,0.5634,96,0.41
40000.0,0.7511,96,0.505
50000.0,0.9389,96,0.5857
60000.0,1.1267,96,0.6548
70000.0,1.3145,96,0.7144
80000.0,1.5023,96,0.7649
90000.0,1.6901,96,0.8061
100000.0,1.8779,96,0.8403
125000.0,2.3473,96,0.9018
150000.0,2.8168,96,0.9403
175000.0,3.2863,96,0.9649
200000.0,3.7557,96,0.9806
225000.0,4.2252,96,0.9907
250000.0,4.6947,96,0.9954
275000.0,5.1641,96,0.9981
300000.0,5.6336,96,0.9991
,0.0,120,0.0
1000.0,0.0188,120,0.0169
2000.0,0.0376,120,0.0325
3000.0,0.0563,120,0.0476
4000.0,0.0751,120,0.0628
5000.0,0.0939,120,0.0771
10000.0,0.1878,120,0.1441
15000.0,0.2817,120,0.2052
20000.0,0.3756,120,0.2621
25000.0,0.4695,120,0.3152
30000.0,0.5634,120,0.3641
55000.0,1.0328,120,0.5637
80000.0,1.5023,120,0.7063
105000.0,1.9718,120,0.8058
130000.0,2.4412,120,0.8725
155000.0,2.9107,120,0.9181
180000.0,3.3801,120,0.9475
205000.0,3.8496,120,0.9676
230000.0,4.3191,120,0.9811
255000.0,4.7885,120,0.9905
280000.0,5.258,120,0.995
305000.0,5.7275,120,0.9979
,0.0,180,0.0
1000.0,0.0188,180,0.0121
2000.0,0.0376,180,0.0243
3000.0,0.0563,180,0.0356
4000.0,0.0751,180,0.0471
5000.0,0.0939,180,0.058
10000.0,0.1878,180,0.1106
15000.0,0.2817,180,0.1593
20000.0,0.3756,180,0.2055
25000.0,0.4695,180,0.2488
30000.0,0.5634,180,0.2898
55000.0,1.0328,180,0.4637
80000.0,1.5023,180,0.5987
105000.0,1.9718,180,0.7016
130000.0,2.4412,180,0.7802
155000.0,2.9107,180,0.8404
180000.0,3.3801,180,0.8866
205000.0,3.8496,180,0.9216
230000.0,4.3191,180,0.9456
255000.0,4.7885,180,0.9634
280000.0,5.258,180,0.9758
305000.0,5.7275,180,0.9848
,0.0,240,0.0
1000.0,0.0188,240,0.0102
2000.0,0.0376,240,0.0193
3000.0,0.0563,240,0.0289
4000.0,0.0751,240,0.0377
5000.0,0.0939,240,0.047
10000.0,0.1878,240,0.0906
15000.0,0.2817,240,0.1317
20000.0,0.3756,240,0.1698
25000.0,0.4695,240,0.2068
30000.0,0.5634,240,0.242
55000.0,1.0328,240,0.3967
80000.0,1.5023,240,0.5215
105000.0,1.9718,240,0.6231
130000.0,2.4412,240,0.7039
155000.0,2.9107,240,0.7689
180000.0,3.3801,240,0.8233
205000.0,3.8496,240,0.8668
230000.0,4.3191,240,0.9006
255000.0,4.7885,240,0.9277
280000.0,5.258,240,0.9477
305000.0,5.7275,240,0.9632
,0.0,360,0.0
1000.0,0.0188,360,0.0073
2000.0,0.0376,360,0.0136
3000.0,0.0563,360,0.0206
4000.0,0.0751,360,0.0276
5000.0,0.0939,360,0.0344
10000.0,0.1878,360,0.0664
15000.0,0.2817,360,0.0977
20000.0,0.3756,360,0.1272
25000.0,0.4695,360,0.1561
30000.0,0.5634,360,0.1833
55000.0,1.0328,360,0.3078
80000.0,1.5023,360,0.4144
105000.0,1.9718,360,0.5079
130000.0,2.4412,360,0.588
155000.0,2.9107,360,0.6547
180000.0,3.3801,360,0.7131
205000.0,3.8496,360,0.7637
230000.0,4.3191,360,0.8075
255000.0,4.7885,360,0.8447
280000.0,5.258,360,0.8756
305000.0,5.7275,360,0.9006
,0.0,480,0.0
1000.0,0.0188,480,0.0057
2000.0,0.0376,480,0.0113
3000.0,0.0563,480,0.016
4000.0,0.0751,480,0.0216
5000.0,0.0939,480,0.027
10000.0,0.1878,480,0.0529
15000.0,0.2817,480,0.078
20000.0,0.3756,480,0.1023
25000.0,0.4695,480,0.126
30000.0,0.5634,480,0.1488
55000.0,1.0328,480,0.2527
80000.0,1.5023,480,0.3449
105000.0,1.9718,480,0.428
130000.0,2.4412,480,0.5013
155000.0,2.9107,480,0.5679
180000.0,3.3801,480,0.6251
205000.0,3.8496,480,0.6754
230000.0,4.3191,480,0.7229
255000.0,4.7885,480,0.7667
280000.0,5.258,480,0.8039
305000.0,5.7275,480,0.8354
,0.0,720,0.0
1000.0,0.0188,720,0.004
2000.0,0.0376,720,0.0079
3000.0,0.0563,720,0.0118
4000.0,0.0751,720,0.0149
5000.0,0.0939,720,0.0188
10000.0,0.1878,720,0.0379
15000.0,0.2817,720,0.0558
20000.0,0.3756,720,0.0734
25000.0,0.4695,720,0.0906
30000.0,0.5634,720,0.1082
55000.0,1.0328,720,0.1879
80000.0,1.5023,720,0.26
105000.0,1.9718,720,0.3264
130000.0,2.4412,720,0.389
155000.0,2.9107,720,0.4457
180000.0,3.3801,720,0.4981
205000.0,3.8496,720,0.5475
230000.0,4.3191,720,0.5927
255000.0,4.7885,720,0.6349
280000.0,5.258,720,0.6731
305000.0,5.7275,720,0.7093
