DDT_hr,Vol_cf,Max_Inflow_cfs,Max_Depth_ft,Max_Storage_Vol_cf,Treated_mgal,Total_mgal,Capture_Efficiency_%,Flow_Balance_Error_%
2,250000,18.85,0.05,13166.0,811.148,811.148,100.0,0.0
2,275000,18.85,0.05,13166.0,811.148,811.148,100.0,0.0
2,300000,18.85,0.04,13166.0,811.148,811.148,100.0,0.0
3,1000,18.85,1.06,1063.0,168.909,811.147,20.82347589277899,0.0
3,2000,18.85,1.06,2125.0,274.144,811.148,33.79703827168408,0.0
3,3000,18.85,1.06,3186.0,354.575,811.148,43.71273799602539,0.0
3,4000,18.85,1.06,4246.0,418.768,811.148,51.62658355811762,0.0
3,5000,18.85,1.06,5306.0,471.744,811.148,58.15757420347458,0.0
3,6000,18.85,1.06,6366.0,516.326,811.148,63.65373519998817,0.0
3,7000,18.85,1.06,7424.0,553.952,811.148,68.2923461563118,-0.0
3,8000,18.85,1.06,8483.0,585.467,811.148,72.17758041689063,-0.0
3,9000,18.85,1.06,9540.0,612.063,811.148,75.45639020252777,-0.0
3,10000,18.85,1.06,10597.0,634.841,811.148,78.26450906616301,-0.0
3,12500,18.85,1.06,13236.0,679.089,811.148,83.71949385315627,-0.0
3,15000,18.85,1.06,15871.0,711.182,811.148,87.67598514697687,0.0
3,17500,18.85,1.06,18503.0,734.029,811.148,90.49261047305794,0.0
3,20000,18.85,1.06,21130.0,750.783,811.148,92.55807818055398,0.0
3,22500,18.85,1.06,23754.0,763.595,811.148,94.13756799005853,-0.0
3,25000,18.85,1.05,26373.0,773.048,811.148,95.30295334513553,-0.0
3,27500,18.85,1.05,28988.0,780.272,811.148,96.1935429785933,0.0
3,30000,18.85,1.05,31599.0,786.136,811.148,96.91646900442336,0.0
3,32500,18.85,1.05,34203.0,790.814,811.148,97.4931825018369,0.0
3,35000,18.85,1.05,36798.0,794.55,811.148,97.95376429455537,-0.0
3,37500,18.85,1.05,39388.0,797.466,811.148,98.31325479443949,-0.0
3,40000,18.85,1.05,41972.0,799.813,811.148,98.60259779966171,-0.0
3,42500,18.85,1.05,44551.0,801.718,811.148,98.83745013240492,0.0
3,45000,18.85,1.05,47124.0,803.295,811.148,99.03186594801441,0.0
3,47500,18.85,1.05,49692.0,804.517,811.148,99.1825166307505,-0.0
3,50000,18.85,1.05,52254.0,805.591,811.148,99.3149215679506,-0.0
3,55000,18.85,1.04,57362.0,807.232,811.148,99.51722743568374,0.0
3,60000,18.85,1.04,62463.0,808.237,811.148,99.64112591043803,0.0
3,65000,18.85,1.04,67459.0,808.897,811.148,99.72249207296326,0.0
3,70000,18.85,1.03,72115.0,809.408,811.148,99.78548920788808,0.0
3,75000,18.85,1.02,76759.0,809.906,811.148,99.84688367597528,-0.0
3,80000,18.85,1.02,81714.0,810.393,811.148,99.90692204135374,0.0
3,85000,18.85,1.02,86390.0,810.747,811.148,99.9505638921627,0.0
3,90000,18.85,1.01,91046.0,811.056,811.148,99.98865805007225,-0.0
3,95000,18.85,0.88,83581.0,811.148,811.148,100.0,0.0
3,100000,18.85,0.73,72851.0,811.148,811.148,100.0,0.0
3,125000,18.85,0.39,48295.0,811.148,811.148,100.0,0.0
3,150000,18.85,0.23,34620.0,811.148,811.148,100.0,0.0
3,175000,18.85,0.14,24293.0,811.148,811.148,100.0,0.0
3,200000,18.85,0.1,19447.0,811.148,811.148,100.0,0.0
3,225000,18.85,0.09,19447.0,811.148,811.148,100.0,0.0
3,250000,18.85,0.08,19447.0,811.148,811.148,100.0,0.0
3,275000,18.85,0.07,19447.0,811.148,811.148,100.0,0.0
3,300000,18.85,0.06,19447.0,811.148,811.148,100.0,0.0
6,1000,18.85,1.06,1063.0,104.294,811.147,12.857595478994558,0.0
6,2000,18.85,1.06,2125.0,178.583,811.148,22.01608091248453,0.0
6,3000,18.85,1.06,3187.0,240.609,811.148,29.662774240952327,0.0
6,4000,18.85,1.06,4249.0,293.976,811.148,36.241968173502244,0.0
6,5000,18.85,1.06,5310.0,340.956,811.148,42.033759560524096,0.0
6,6000,18.85,1.06,6371.0,382.455,811.148,47.149841952393395,0.0
6,7000,18.85,1.06,7432.0,419.374,811.148,51.70129248916351,0.0
6,8000,18.85,1.06,8492.0,452.494,811.148,55.78439446315593,0.0
6,9000,18.85,1.06,9553.0,482.351,811.148,59.465227060906265,0.0
6,10000,18.85,1.06,10612.0,509.217,811.148,62.77732300394009,0.0
6,12500,18.85,1.06,13260.0,565.743,811.148,69.74596497803114,-0.0
6,15000,18.85,1.06,15906.0,609.677,811.148,75.1622391967927,-0.0
6,17500,18.85,1.06,18550.0,643.861,811.148,79.3765132873409,0.0
6,20000,18.85,1.06,21192.0,671.061,811.148,82.72978543989507,-0.0
6,22500,18.85,1.06,23832.0,693.014,811.148,85.43619660037379,0.0
6,25000,18.85,1.06,26469.0,711.054,811.148,87.66020504272956,-0.0
6,27500,18.85,1.06,29105.0,725.889,811.148,89.48909446858033,-0.0
6,30000,18.85,1.06,31739.0,737.854,811.148,90.96416436951087,0.0
6,32500,18.85,1.06,34370.0,747.786,811.148,92.18860183345086,-0.0
6,35000,18.85,1.06,36999.0,756.437,811.148,93.25511497285329,0.0
6,37500,18.85,1.06,39624.0,763.974,811.148,94.18429189247833,-0.0
6,40000,18.85,1.06,42243.0,770.121,811.148,94.94210674254266,0.0
6,42500,18.85,1.06,44857.0,775.416,811.148,95.59488527371084,0.0
6,45000,18.85,1.05,47468.0,780.02,811.148,96.1624758983564,-0.0
6,47500,18.85,1.05,50077.0,784.063,811.148,96.66090528485553,0.0
6,50000,18.85,1.05,52682.0,787.408,811.148,97.07328379038104,-0.0
6,55000,18.85,1.05,57882.0,792.677,811.148,97.72285698787397,0.0
6,60000,18.85,1.05,63070.0,796.702,811.148,98.21906729721333,0.0
6,65000,18.85,1.05,68245.0,799.692,811.148,98.58768066986542,0.0
6,70000,18.85,1.05,73414.0,801.988,811.148,98.87073628980161,-0.0
6,75000,18.85,1.05,78596.0,803.842,811.148,99.0993012372588,-0.0
6,80000,18.85,1.05,83749.0,805.477,811.148,99.30086741260534,-0.0
6,85000,18.85,1.04,88779.0,806.45,811.148,99.42082086129783,0.0
6,90000,18.85,1.04,93596.0,807.142,811.148,99.50613204988485,0.0
6,95000,18.85,1.03,98276.0,807.822,811.148,99.5899638536987,-0.0
6,100000,18.85,1.03,103112.0,808.493,811.148,99.67268611893267,-0.0
6,125000,18.85,1.03,128377.00000000001,810.07,811.148,99.86710193454216,-0.0
6,150000,18.85,1.02,152402.0,810.977,811.148,99.97891876698209,-0.0
6,175000,18.85,0.69,120328.0,811.148,811.148,100.0,0.0
6,200000,18.85,0.41,82095.0,811.148,811.148,100.0,0.0
6,225000,18.85,0.28,63383.0,811.148,811.148,100.0,0.0
6,250000,18.85,0.22,56232.0,811.148,811.148,100.0,0.0
