,node_id,altid,facilitytype,commonname,facilitydetail,flowcontrol,infiltrated,waterquality,flowcontroltype,waterqualitytype,facility_type,design_storm_depth_inches,tributary_area_tc_min,total_volume_cuft,area_sqft,inf_rate_inhr,retention_volume_cuft,media_filtration_rate_inhr,hsg,minimum_retention_pct_override,treatment_rate_cfs,depth_ft,captured_pct,retained_pct
358,SWFA-100687,SWFA-100687,Media Filter,TACOMA SCHOOLS GRAY MIDDLE SCHOOL,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
359,SWFA-100726,SWFA-100726,Swirl Separator,"TACOMA PUBLIC UTILITIES, POWER",Vortechnics,,,,,Pretreatment,hydrodynamic_separator_simple,,,,,,,,,,,,91,0
360,SWFA-100727,SWFA-100727,Swirl Separator,"TACOMA PUBLIC UTILITIES, POWER",Vortechnics,,,,,Pretreatment,hydrodynamic_separator_simple,,,,,,,,,,,,91,0
361,SWFA-100728,SWFA-100728,Media Filter,"TACOMA PUBLIC UTILITIES, POWER",Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
362,SWFA-100729,SWFA-100729,Media Filter,"TACOMA PUBLIC UTILITIES, POWER",Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
363,SWFA-100730,SWFA-100730,Oil Water Separator,PORT COMMERCE CENTER BLDNG #5,CP,,,,,Oil,oil_water_separator_simple,,,,,,,,,,,,91,0
364,SWFA-100731,SWFA-100731,Oil Water Separator,PORT COMMERCE CENTER BLDNG #5,CP,,,,,Oil,oil_water_separator_simple,,,,,,,,,,,,91,0
365,SWFA-100737,SWFA-100737,Media Filter,TACOMA SCHOOLS MASON MIDDLE SCHOOL,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
366,SWFA-100745,SWFA-100745,Media Filter,CITY OF TACOMA FLEET SERVICES,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
367,SWFA-100746,SWFA-100746,Oil Water Separator,CITY OF TACOMA FLEET SERVICES,CP,,,,,Oil,oil_water_separator_simple,,,,,,,,,,,,91,0
368,SWFA-100747,SWFA-100747,Oil Water Separator,CITY OF TACOMA FLEET SERVICES,CP,,,,,Oil,oil_water_separator_simple,,,,,,,,,,,,91,0
369,SWFA-100748,SWFA-100748,Media Filter,COT POLICE HEADQUARTERS,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
370,SWFA-100749,SWFA-100749,Media Filter,CITY OF TACOMA FLEET SERVICES,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
371,SWFA-100766,SWFA-100766,Oil Water Separator,TACOMA PUBLIC UTILITIES RAIL,API,,,,,Oil,oil_water_separator_simple,,,,,,,,,,,,91,0
372,SWFA-100767,SWFA-100767,Oil Water Separator,TACOMA PUBLIC UTILITIES RAIL,API,,,,,Oil,oil_water_separator_simple,,,,,,,,,,,,91,0
373,SWFA-100795,SWFA-100795,Media Filter,TACOMA COMMUNITY COLLEGE,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
374,SWFA-100810,SWFA-100810,Media Filter,TACOMA SCHOOLS HENRY FOSS HIGH SCHOOL,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
375,SWFA-100830,SWFA-100830,Media Filter,TACOMA SCHOOLS LARCHMONT ELEMENTARY,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
376,SWFA-100831,SWFA-100831,Media Filter,TACOMA SCHOOLS LARCHMONT ELEMENTARY,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
377,SWFA-100832,SWFA-100832,Media Filter,TACOMA SCHOOLS LARCHMONT ELEMENTARY,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
378,SWFA-100833,SWFA-100833,Oil Water Separator,COT FIRE STATION #8,CP,,,,,Oil,oil_water_separator_simple,,,,,,,,,,,,91,0
379,SWFA-100836,SWFA-100836,Media Filter,TACOMA SCHOOLS GIAUDRONE MIDDLE SCHOOL,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
380,SWFA-100848,SWFA-100848,Tank,TACOMA SCHOOLS LARCHMONT ELEMENTARY,Detention,,,,,,dry_extended_detention_simple,,,,,,,,,,,,91,20
381,SWFA-101627,SWFA-101627,Media Filter,LID 8654,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
382,SWFA-101631,SWFA-101631,Media Filter,2351 Lincoln Ave,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
383,SWFA-101632,SWFA-101632,Bioretention,Baker Middle School,,,,,,Enhanced,bioretention_with_no_infiltration_simple,,,,,,,,,,,,91,0
384,SWFA-101633,SWFA-101633,Trench,Baker Middle School,Infiltration,,Full,,,,infiltration_simple,,,,,,,,,,,,91,91
385,SWFA-101634,SWFA-101634,Vegetated Box,Baker Middle School,Null,,,,,Enhanced,vegetated_box_simple,,,,,,,,,,,,91,0
386,SWFA-101635,SWFA-101635,Bioretention,Baker Middle School,,,Full,,Stream,Enhanced,bioretention_with_full_infiltration_simple,,,,,,,,,,,,91,91
387,SWFA-101641,SWFA-101641,Pervious Pavement,Cheney Stadium,Asphalt,,Full,,Stream,,pervious_pavement_simple,,,,,,,,,,,,91,91
388,SWFA-101642,SWFA-101642,Trench,Cheney Stadium,Infiltration,,Full,,,,infiltration_simple,,,,,,,,,,,,91,91
389,SWFA-101643,SWFA-101643,Pervious Pavement,Cheney Stadium,Asphalt,,Full,,Stream,,pervious_pavement_simple,,,,,,,,,,,,91,91
390,SWFA-101645,SWFA-101645,Media Filter,Emerald Queen,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
391,SWFA-101646,SWFA-101646,Media Filter,Baker Middle School,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
392,SWFA-101647,SWFA-101647,Trench,Cheney Stadium,Infiltration,,Full,,,,infiltration_simple,,,,,,,,,,,,91,91
393,SWFA-101652,SWFA-101652,Pervious Pavement,Vassault,Concrete,,Full,,,,pervious_pavement_simple,,,,,,,,,,,,91,91
394,SWFA-101664,SWFA-101664,Media Filter,East 31st,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
395,SWFA-101665,SWFA-101665,Pervious Pavement,LID8653-1,Asphalt,,Full,,,Basic,pervious_pavement_simple,,,,,,,,,,,,91,91
396,SWFA-101666,SWFA-101666,Pervious Pavement,LID8653-2,Asphalt,,Full,,,Basic,pervious_pavement_simple,,,,,,,,,,,,91,91
397,SWFA-101667,SWFA-101667,Pervious Pavement,LID8659-3,Asphalt,,Full,,,,pervious_pavement_simple,,,,,,,,,,,,91,91
398,SWFA-101671,SWFA-101671,Pervious Pavement,Asotin,Asphalt,,Full,,,,pervious_pavement_simple,,,,,,,,,,,,91,91
399,SWFA-101674,SWFA-101674,Pervious Pavement,Asotin,Asphalt,,Full,,,,pervious_pavement_simple,,,,,,,,,,,,91,91
400,SWFA-101680,SWFA-101680,Pervious Pavement,Asotin,Asphalt,,Full,,,,pervious_pavement_simple,,,,,,,,,,,,91,91
401,SWFA-101681,SWFA-101681,Pervious Pavement,Asotin,Asphalt,,Full,,,,pervious_pavement_simple,,,,,,,,,,,,91,91
402,SWFA-101682,SWFA-101682,Pervious Pavement,Asotin,Asphalt,,Full,,,,pervious_pavement_simple,,,,,,,,,,,,91,91
403,SWFA-101683,SWFA-101683,Pervious Pavement,Asotin,Asphalt,,Full,,,,pervious_pavement_simple,,,,,,,,,,,,91,91
404,SWFA-101684,SWFA-101684,Pervious Pavement,LID 8654-3,Asphalt,,Full,,,Basic,pervious_pavement_simple,,,,,,,,,,,,91,91
405,SWFA-101698,SWFA-101698,Tank,,Detention,,,,,,dry_extended_detention_simple,,,,,,,,,,,,91,20
406,SWFA-101699,SWFA-101699,Tank,,Detention,,,,,,dry_extended_detention_simple,,,,,,,,,,,,91,20
407,SWFA-101700,SWFA-101700,Vegetated Box,Emerald Queen Casino,Filterra,,,,,Basic,vegetated_box_simple,,,,,,,,,,,,91,0
408,SWFA-101701,SWFA-101701,Vegetated Box,Emerald Queen Casino,Filterra,,,,,Basic,vegetated_box_simple,,,,,,,,,,,,91,0
409,SWFA-101702,SWFA-101702,Vegetated Box,Emerald Queen Casino,Filterra,,,,,Basic,vegetated_box_simple,,,,,,,,,,,,91,0
410,SWFA-101703,SWFA-101703,Media Filter,Emerald Queen,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
411,SWFA-101722,SWFA-101722,Media Filter,BOY'S AND GIRL'S CLUB,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
412,SWFA-101720,SWFA-101720,Pond,AMERICOLD,Combined,,,,IP,Basic,wet_pond_simple,,,,,,,,,,,,91,0
413,SWFA-101729,SWFA-101729,Vegetated Box,,Filterra,,,,,Basic,vegetated_box_simple,,,,,,,,,,,,91,0
414,SWFA-101736,SWFA-101736,Bioretention,METRO KANDLE PARK,,,,,,Basic,bioretention_with_no_infiltration_simple,,,,,,,,,,,,91,0
415,SWFA-101737,SWFA-101737,Bioretention,METRO KANDLE PARK,,,,,,Basic,bioretention_with_no_infiltration_simple,,,,,,,,,,,,91,0
416,SWFA-101738,SWFA-101738,Bioretention,METRO KANDLE PARK,,,,,,Basic,bioretention_with_no_infiltration_simple,,,,,,,,,,,,91,0
417,SWFA-101739,SWFA-101739,Bioretention,METRO KANDLE PARK,,,,,,Basic,bioretention_with_no_infiltration_simple,,,,,,,,,,,,91,0
418,SWFA-101740,SWFA-101740,Media Filter,METRO KANDLE PARK,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
419,SWFA-101741,SWFA-101741,Tank,METRO KANDLE PARK,Detention,,,,IP,,dry_extended_detention_simple,,,,,,,,,,,,91,20
420,SWFA-101742,SWFA-101742,Vault,METRO KANDLE PARK,Detention,,,,IP,,no_treatment,,,,,,,,,,,,91,0
421,SWFA-101747,SWFA-101747,Trench,COT Police Sector Two,Infiltration,,Full,,,,infiltration_simple,,,,,,,,,,,,91,91
422,SWFA-101762,SWFA-101762,Vegetated Box,COT Lemay America's Car Museum,Filterra,,,,,Basic,vegetated_box_simple,,,,,,,,,,,,91,0
423,SWFA-101773,SWFA-101773,Swale,Center for Urban Waters,Biofiltration,,,,,Basic,vegetated_swale_simple,,,,,,,,,,,,91,20
424,SWFA-101796,SWFA-101796,Oil Water Separator,CARLILE,CP,,,,,Oil,oil_water_separator_simple,,,,,,,,,,,,91,0
425,SWFA-101797,SWFA-101797,Oil Water Separator,CARLILE,CP,,,,,Oil,oil_water_separator_simple,,,,,,,,,,,,91,0
426,SWFA-101798,SWFA-101798,Pond,CARLILE,Detention,,,,IP,,wet_pond_simple,,,,,,,,,,,,91,0
427,SWFA-101799,SWFA-101799,Swale,Aspen Court,Biofiltration,,,,,Basic,vegetated_swale_simple,,,,,,,,,,,,91,20
428,SWFA-101804,SWFA-101804,Oil Water Separator,Americold,API,,,,,Oil,oil_water_separator_simple,,,,,,,,,,,,91,0
429,SWFA-101809,SWFA-101809,Swirl Separator,Center for Urban Waters,CDS,,,,,Pretreatment,hydrodynamic_separator_simple,,,,,,,,,,,,91,0
430,SWFA-101810,SWFA-101810,Pond,WSDOT SR 509/705 JUNCTION - RSTR 104,Detention,,,,IP,,wet_pond_simple,,,,,,,,,,,,91,0
431,SWFA-101811,SWFA-101811,Swale,WSDOT SR 509/705 JUNCTION - RSTR 104,Biofiltration,,,,,Basic,vegetated_swale_simple,,,,,,,,,,,,91,20
432,SWFA-101812,SWFA-101812,Bioretention,Baker Middle School,,,,,,Enhanced,bioretention_with_no_infiltration_simple,,,,,,,,,,,,91,0
433,SWFA-101813,SWFA-101813,Vault,,Conveyance,,,,,Basic,no_treatment,,,,,,,,,,,,91,0
434,SWFA-101814,SWFA-101814,Vault,,Conveyance,,,,,Basic,no_treatment,,,,,,,,,,,,91,0
435,SWFA-101817,SWFA-101817,Vault,,Conveyance,,,,,,no_treatment,,,,,,,,,,,,91,0
436,SWFA-101819,SWFA-101819,Trench,,Null,,,,,,infiltration_simple,,,,,,,,,,,,91,91
437,SWFA-101831,SWFA-101831,Trench,Boy's and Girls Club,Null,,Full,,,,infiltration_simple,,,,,,,,,,,,91,91
438,SWFA-101832,SWFA-101832,Pervious Pavement,,Asphalt,,Partial,,,,pervious_pavement_simple,,,,,,,,,,,,91,91
439,SWFA-101833,SWFA-101833,Pervious Pavement,,Concrete,,Partial,,,,pervious_pavement_simple,,,,,,,,,,,,91,91
440,SWFA-101834,SWFA-101834,Media Filter,Harbor View,Bayfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
441,SWFA-101835,SWFA-101835,Pond,Harbor View,Detention,,,,IP,,wet_pond_simple,,,,,,,,,,,,91,0
442,SWFA-101837,SWFA-101837,Swale,,Biofiltration,,,,,Basic,vegetated_swale_simple,,,,,,,,,,,,91,20
443,SWFA-101843,SWFA-101843,Media Filter,"Tacoma Public Utilities, Power",Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
444,SWFA-101844,SWFA-101844,Trench,TPU,Infiltration,,Full,,,Basic,infiltration_simple,,,,,,,,,,,,91,91
445,SWFA-101857,SWFA-101857,Pond,MOUNT TAHOMA HIGH SCHOOL,Detention,,Full,,Stream,,wet_pond_simple,,,,,,,,,,,,91,0
446,SWFA-101858,SWFA-101858,Pond,MOUNT TAHOMA HIGH SCHOOL,Detention,,Full,,Stream,,wet_pond_simple,,,,,,,,,,,,91,0
447,SWFA-101871,SWFA-101871,Media Filter,Arlington Elem,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
448,SWFA-101876,SWFA-101876,Media Filter,201 Norpoint Way NE alley,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
449,SWFA-101879,SWFA-101879,Media Filter,3126 N Ferdinand alley,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
450,SWFA-101914,SWFA-101914,Vegetated Box,West Truck Parking Lot,Null,,,,,Enhanced,vegetated_box_simple,,,,,,,,,,,,91,0
451,SWFA-101919,SWFA-101919,Oil Water Separator,COT Solid Waste,CP,,,,,Oil,oil_water_separator_simple,,,,,,,,,,,,91,0
452,SWFA-101920,SWFA-101920,Media Filter,NARROWS RIDGE ,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
453,SWFA-101927,SWFA-101927,Media Filter,84th & C St,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
454,SWFA-101928,SWFA-101928,Media Filter,84th & C St,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
455,SWFA-101932,SWFA-101932,Media Filter,,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
456,SWFA-101935,SWFA-101935,Media Filter,,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
457,SWFA-101936,SWFA-101936,Swale,Point Defiance Regional Treatment Facility,Biofiltration,,,,,Basic,vegetated_swale_simple,,,,,,,,,,,,91,20
458,SWFA-101937,SWFA-101937,Swirl Separator,Point Defiance Regional Treatment Facility,CDS,,,,,Pretreatment,hydrodynamic_separator_simple,,,,,,,,,,,,91,0
459,SWFA-101942,SWFA-101942,Pervious Pavement,Center for Urban Waters,Block/Brick,,Full,,,Basic,pervious_pavement_simple,,,,,,,,,,,,91,91
460,SWFA-101967,SWFA-101967,Pervious Pavement,MASON AVENUE APARTMENTS,Concrete,,Full,,Stream,,pervious_pavement_simple,,,,,,,,,,,,91,91
461,SWFA-101976,SWFA-101976,Media Filter,,Bayfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
462,SWFA-101979,SWFA-101979,Pump Station,CTP Floodwall Bypass,,,,,,,no_treatment,,,,,,,,,,,,91,0
463,SWFA-101998,SWFA-101998,Pervious Pavement,Mason Apts,Concrete,,,,Stream,,pervious_pavement_simple,,,,,,,,,,,,91,91
464,SWFA-102019,SWFA-102019,Trench,Cheney,Infiltration,,Full,,,,infiltration_simple,,,,,,,,,,,,91,91
465,SWFA-102020,SWFA-102020,Media Filter,,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
466,SWFA-102022,SWFA-102022,Tank,TCC,Detention,,,,,,dry_extended_detention_simple,,,,,,,,,,,,91,20
467,SWFA-102023,SWFA-102023,Pervious Pavement,TCC Overflow parking,Block/Brick,,,,Stream,,pervious_pavement_simple,,,,,,,,,,,,91,91
468,SWFA-102025,SWFA-102025,Vault,Narrows Marina,Conveyance,,,,,Basic,no_treatment,,,,,,,,,,,,91,0
469,SWFA-102026,SWFA-102026,Vault,Narrows Marina,Conveyance,,,,,Basic,no_treatment,,,,,,,,,,,,91,0
470,SWFA-102027,SWFA-102027,Pond,TCC,Detention,,,,,,wet_pond_simple,,,,,,,,,,,,91,0
471,SWFA-102028,SWFA-102028,Oil Water Separator,TCC,Null,,,,,Oil,oil_water_separator_simple,,,,,,,,,,,,91,0
472,SWFA-102029,SWFA-102029,Pond,TCC,Detention,,,,,,wet_pond_simple,,,,,,,,,,,,91,0
473,SWFA-102031,SWFA-102031,Tank,TCC,Detention,,,,,,dry_extended_detention_simple,,,,,,,,,,,,91,20
474,SWFA-102032,SWFA-102032,Swale,TCC,Biofiltration,,,,,Basic,vegetated_swale_simple,,,,,,,,,,,,91,20
475,SWFA-102033,SWFA-102033,Vault,TCC,Detention,,,,,,no_treatment,,,,,,,,,,,,91,0
476,SWFA-102034,SWFA-102034,Swirl Separator,TCC,Stormceptor,,,,,Pretreatment,hydrodynamic_separator_simple,,,,,,,,,,,,91,0
477,SWFA-102035,SWFA-102035,Tank,TCC,Detention,,,,,,dry_extended_detention_simple,,,,,,,,,,,,91,20
478,SWFA-102030,SWFA-102030,Media Filter,COT Fire Station #5,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
479,SWFA-102053,SWFA-102053,Bioretention,TACOMA SCHOOLS GEIGER ELEMENTARY,,,,,,Basic,bioretention_with_no_infiltration_simple,,,,,,,,,,,,91,0
480,SWFA-102055,SWFA-102055,Media Filter,Geiger Elementry,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
481,SWFA-102062,SWFA-102062,Swirl Separator,Jason Lee Middle School,Vortechnics,,,,,Pretreatment,hydrodynamic_separator_simple,,,,,,,,,,,,91,0
482,SWFA-102071,SWFA-102071,Media Filter,,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
483,SWFA-102085,SWFA-102085,Vault,Truman Middle School,Detention,,,,IP,,no_treatment,,,,,,,,,,,,91,0
484,SWFA-102123,SWFA-102123,Pump Station,Cleveland Way Pump Station,,,,,,,no_treatment,,,,,,,,,,,,91,0
485,SWFA-102126,SWFA-102126,Trench,Cheney Stadium,Infiltration,,Full,,,,infiltration_simple,,,,,,,,,,,,91,91
486,SWFA-102143,SWFA-102143,Pond,WSDOT I-5 Yakima-Delin,Detention,,,,IP,,wet_pond_simple,,,,,,,,,,,,91,0
487,SWFA-102144,SWFA-102144,Pond,WSDOT I-5 Yakima-Delin,Detention,,,,IP,,wet_pond_simple,,,,,,,,,,,,91,0
488,SWFA-102145,SWFA-102145,Oil Water Separator,WSDOT Narrows Bridge,API,,,,,Oil,oil_water_separator_simple,,,,,,,,,,,,91,0
489,SWFA-102146,SWFA-102146,Pond,WSDOT 00000360 SR16 at 19th,Detention,,,,,,wet_pond_simple,,,,,,,,,,,,91,0
490,SWFA-102148,SWFA-102148,Pond,WSDOT 00000362 SR-16 at 19th st,Wet,,,,,Basic,wet_pond_simple,,,,,,,,,,,,91,0
491,SWFA-102149,SWFA-102149,Pond,WSDOT HWY-16 to SB I-5,Detention,,,,IP,,wet_pond_simple,,,,,,,,,,,,91,0
492,SWFA-102150,SWFA-102150,Pond,WSDOT 00000373 SR-16 at 12th,Combined,,,,,Basic,wet_pond_simple,,,,,,,,,,,,91,0
493,SWFA-102151,SWFA-102151,Pond,WSDOT SR-16 at Union,Detention,,,,,,wet_pond_simple,,,,,,,,,,,,91,0
494,SWFA-102152,SWFA-102152,Pond,,Detention,,,,,,wet_pond_simple,,,,,,,,,,,,91,0
495,SWFA-102153,SWFA-102153,Pond,WSDOT SR-16 at 6th ave,Detention,,,,,,wet_pond_simple,,,,,,,,,,,,91,0
496,SWFA-102154,SWFA-102154,Pond,WSDOT 00000374 SR-16 at Pearl,Detention,,,,,,wet_pond_simple,,,,,,,,,,,,91,0
497,SWFA-102155,SWFA-102155,Pond,WSDOT 00000367 SR-16 at Center st,Combined,,,,,Basic,wet_pond_simple,,,,,,,,,,,,91,0
498,SWFA-102156,SWFA-102156,Pond,WSDOT 00000381 SR-16 at Center st,Combined,,,,,Basic,wet_pond_simple,,,,,,,,,,,,91,0
499,SWFA-102157,SWFA-102157,Pond,WSDOT 00000380 SR-16 at Center st,Detention,,,,,,wet_pond_simple,,,,,,,,,,,,91,0
500,SWFA-102158,SWFA-102158,Pond,WSDOT SR-16 at Union,Detention,,,,,,wet_pond_simple,,,,,,,,,,,,91,0
501,SWFA-102159,SWFA-102159,Pond,WSDOT SR-509 at Milwaukee,Detention,,,,IP,,wet_pond_simple,,,,,,,,,,,,91,0
502,SWFA-102160,SWFA-102160,Pond,WSDOT SR-509 at Port of Tacoma Rd,Detention,,,,IP,,wet_pond_simple,,,,,,,,,,,,91,0
503,SWFA-102161,SWFA-102161,Pond,WSDOT I-5 at M st,Detention,,,,IP,,wet_pond_simple,,,,,,,,,,,,91,0
504,SWFA-102162,SWFA-102162,Pond,WSDOT I-5 at M st,Detention,,,,IP,,wet_pond_simple,,,,,,,,,,,,91,0
505,SWFA-102163,SWFA-102163,Pond,WSDOT SR-16 at I-5,Detention,,,,IP,,wet_pond_simple,,,,,,,,,,,,91,0
506,SWFA-102164,SWFA-102164,Pond,WSDOT SR-16 at I-5,Detention,,,,IP,,wet_pond_simple,,,,,,,,,,,,91,0
507,SWFA-102194,SWFA-102194,Pond,WSDOT 00000375 SR-16 at 19th,Combined,,,,,Basic,wet_pond_simple,,,,,,,,,,,,91,0
508,SWFA-102203,SWFA-102203,Swale,WSDOT DITC00035646 SR-509 at dock street,Biofiltration,,,,,Basic,vegetated_swale_simple,,,,,,,,,,,,91,20
509,SWFA-102206,SWFA-102206,Swale,COT Peoples Community Center,Biofiltration,,,,,Basic,vegetated_swale_simple,,,,,,,,,,,,91,20
510,SWFA-102209,SWFA-102209,Swirl Separator,COT Fire Station #16,Stormceptor,,,,,Pretreatment,hydrodynamic_separator_simple,,,,,,,,,,,,91,0
511,SWFA-102210,SWFA-102210,Media Filter,Tacoma Police Stewart Heights,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
512,SWFA-102211,SWFA-102211,Media Filter,Tacoma Police Stewart Heights,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
513,SWFA-102213,SWFA-102213,Swale,COT Police Wapato,Vegetated Filter Strips,,,,,Basic,vegetated_swale_simple,,,,,,,,,,,,91,20
514,SWFA-102254,SWFA-102254,Vegetated Box,Wapato Park,Filterra,,,,,,vegetated_box_simple,,,,,,,,,,,,91,0
515,SWFA-102255,SWFA-102255,Pond,Wapato Park,Detention,,,,,,wet_pond_simple,,,,,,,,,,,,91,0
516,SWFA-102256,SWFA-102256,Pond,Wapato Park,Detention,,,,,,wet_pond_simple,,,,,,,,,,,,91,0
517,SWFA-102268,SWFA-102268,Oil Water Separator,Point Defiance Park - Owens Beach,CP,,,,,Oil,oil_water_separator_simple,,,,,,,,,,,,91,0
518,SWFA-102311,SWFA-102311,Media Filter,Temco,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
519,SWFA-102312,SWFA-102312,Media Filter,Temco,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
520,SWFA-102313,SWFA-102313,Media Filter,Temco,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
521,SWFA-102326,SWFA-102326,Swirl Separator,26TH STREET NE,Aqua Swirl,,,,,Pretreatment,hydrodynamic_separator_simple,,,,,,,,,,,,91,0
522,SWFA-102382,SWFA-102382,Media Filter,Blix Elementary,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
523,SWFA-102383,SWFA-102383,Vault,Blix Elementary,,,,,,Basic,no_treatment,,,,,,,,,,,,91,0
524,SWFA-102384,SWFA-102384,Trench,Edison Elementary,Infiltration,,Full,,,,infiltration_simple,,,,,,,,,,,,91,91
525,SWFA-102385,SWFA-102385,Bioretention,Edison Elementary,,,,,,Enhanced,bioretention_with_no_infiltration_simple,,,,,,,,,,,,91,0
526,SWFA-102386,SWFA-102386,Media Filter,Tacoma Schools Fern Hill,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
527,SWFA-102387,SWFA-102387,Media Filter,Tacoma Schools Fern Hill,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
528,SWFA-102388,SWFA-102388,Bioretention,Tacoma Schools Fern Hill,,,,,,Enhanced,bioretention_with_no_infiltration_simple,,,,,,,,,,,,91,0
529,SWFA-102390,SWFA-102390,Pond,Tacoma Schools First Creek,Combined,,,,IP,Basic,wet_pond_simple,,,,,,,,,,,,91,0
530,SWFA-102391,SWFA-102391,Pond,Tacoma Schools First Creek,Combined,,,,Wetland,Basic,wet_pond_simple,,,,,,,,,,,,91,0
531,SWFA-102396,SWFA-102396,Oil Water Separator,TPU Sto-Beh-Lah SubStation,API,,,,,Oil,oil_water_separator_simple,,,,,,,,,,,,91,0
532,SWFA-102398,SWFA-102398,Media Filter,Tacoma Schools Stafford Elementary,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
533,SWFA-102420,SWFA-102420,Swale,Tagro Business Operations,Biofiltration,,,,,Basic,vegetated_swale_simple,,,,,,,,,,,,91,20
534,SWFA-102435,SWFA-102435,Trench,,Null,,,,,Basic,infiltration_simple,,,,,,,,,,,,91,91
535,SWFA-102440,SWFA-102440,Media Filter,,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
536,SWFA-102441,SWFA-102441,Media Filter,,Stormfilter,,,,,Basic,media_filter_simple,,,,,,,,,,,,91,0
537,SWFA-102448,SWFA-102448,Bioretention,Stadium Way,,,,,,Basic,bioretention_with_no_infiltration_simple,,,,,,,,,,,,91,0
538,SWFA-102450,SWFA-102450,Pond,Dry Gulch,Detention,,,,IP,,wet_pond_simple,,,,,,,,,,,,91,0
539,SWFA-102465,SWFA-102465,Trench,COT FIRE ADDITIONAL LAND - 3812,Infiltration,,Full,,,,infiltration_simple,,,,,,,,,,,,91,91
540,SWFA-102466,SWFA-102466,Trench,COT FIRE STATION #11,Infiltration,,Full,,,,infiltration_simple,,,,,,,,,,,,91,91
541,SWFA-102468,SWFA-102468,Trench,COT FIRE STATION #6,Infiltration,,Full,,,,infiltration_simple,,,,,,,,,,,,91,91
542,SWFA-102469,SWFA-102469,Trench,COT FIRE STATION #7,Infiltration,,Full,,,Basic,infiltration_simple,,,,,,,,,,,,91,91
543,SWFA-102484,SWFA-102484,Bioretention,Totem Ocean Trailer Express Inc,,,,,,Basic,bioretention_with_no_infiltration_simple,,,,,,,,,,,,91,0
544,SWFA-102485,SWFA-102485,Trench,95th st Infiltration,Infiltration,,Full,,,Basic,infiltration_simple,,,,,,,,,,,,91,91
545,SWFA-102486,SWFA-102486,Trench,95th st Infiltration,Infiltration,,Full,,,Basic,infiltration_simple,,,,,,,,,,,,91,91
