Tc_min,CutoffQ_cfs,Max_Inflow_cfs,Max_Depth_ft,Treated_mgal,Total_mgal,Capture_Efficiency_%,Flow_Balance_Error_%,flowrate_cfs,tc_minutes,intensity_inhr,capture_fraction
1.0,0.14,0.64,0.0,34.2,35.4,96.61016949152544,0.0,0.14,1,0.2966718372548421,0.9661016949152544
1.0,0.16,0.64,0.0,34.6,35.4,97.7401129943503,0.0,0.16,1,0.33905352829124813,0.977401129943503
1.0,0.18,0.64,0.0,34.8,35.4,98.3050847457627,0.0,0.18,1,0.3814352193276541,0.9830508474576269
1.0,0.2,0.64,0.0,35.0,35.4,98.87005649717514,0.0,0.2,1,0.4238169103640601,0.9887005649717514
1.0,0.22,0.64,0.0,35.1,35.4,99.15254237288136,0.0,0.22,1,0.46619860140046615,0.9915254237288136
1.0,0.24,0.64,0.0,35.2,35.4,99.4350282485876,0.0,0.24,1,0.5085802924368721,0.994350282485876
1.0,0.26,0.64,0.0,35.2,35.4,99.4350282485876,0.0,0.26,1,0.5509619834732782,0.994350282485876
1.0,0.28,0.64,0.0,35.3,35.4,99.7175141242938,0.0,0.28,1,0.5933436745096842,0.997175141242938
1.0,0.3,0.64,0.0,35.3,35.4,99.7175141242938,0.0,0.3,1,0.6357253655460902,0.997175141242938
1.0,0.32,0.64,0.0,35.3,35.4,99.7175141242938,0.0,0.32,1,0.6781070565824963,0.997175141242938
1.0,0.34,0.64,0.0,35.3,35.4,99.7175141242938,0.0,0.34,1,0.7204887476189022,0.997175141242938
1.0,0.36,0.64,0.0,35.3,35.4,99.7175141242938,0.0,0.36,1,0.7628704386553082,0.997175141242938
1.0,0.38,0.64,0.0,35.4,35.4,100.0,0.0,0.38,1,0.8052521296917142,1.0
1.0,0.4,0.64,0.0,35.4,35.4,100.0,0.0,0.4,1,0.8476338207281202,1.0
1.0,0.45,0.64,0.0,35.4,35.4,100.0,0.0,0.45,1,0.9535880483191352,1.0
1.0,0.5,0.64,0.0,35.4,35.4,100.0,0.0,0.5,1,1.0595422759101503,1.0
1.0,0.55,0.64,0.0,35.4,35.4,100.0,0.0,0.55,1,1.1654965035011655,1.0
1.0,0.6,0.64,0.0,35.4,35.4,100.0,0.0,0.6,1,1.2714507310921803,1.0
1.0,0.65,0.64,0.0,35.4,35.4,100.0,0.0,0.65,1,1.3774049586831953,1.0
1.0,0.7,0.64,0.0,35.4,35.4,100.0,0.0,0.7,1,1.4833591862742104,1.0
1.0,0.75,0.64,0.0,35.4,35.4,100.0,0.0,0.75,1,1.5893134138652254,1.0
1.0,0.8,0.64,0.0,35.4,35.4,100.0,0.0,0.8,1,1.6952676414562404,1.0
1.0,0.85,0.64,0.0,35.4,35.4,100.0,0.0,0.85,1,1.8012218690472555,1.0
1.0,0.9,0.64,0.0,35.4,35.4,100.0,0.0,0.9,1,1.9071760966382705,1.0
1.0,0.95,0.64,0.0,35.4,35.4,100.0,0.0,0.95,1,2.0131303242292855,1.0
1.0,1.0,0.64,0.0,35.4,35.4,100.0,0.0,1.0,1,2.1190845518203005,1.0
5.0,0.0,0.64,0.0,0.0,35.2,0.0,0.0,0.0,5,0.0,0.0
,,,,,,,,,5,0.0,0.0
5.0,0.005,0.64,0.0,7.07,35.2,20.08522727272727,0.0,0.005,5,0.010595422759101504,0.20085227272727268
5.0,0.01,0.64,0.0,11.7,35.2,33.23863636363636,0.0,0.01,5,0.021190845518203008,0.3323863636363636
5.0,0.015,0.64,0.0,15.2,35.2,43.18181818181818,0.0,0.015,5,0.031786268277304505,0.4318181818181818
5.0,0.02,0.64,0.0,18.1,35.2,51.42045454545454,0.0,0.02,5,0.042381691036406016,0.5142045454545454
5.0,0.025,0.64,0.0,20.4,35.2,57.954545454545446,0.0,0.025,5,0.05297711379550751,0.5795454545454545
5.0,0.03,0.64,0.0,22.4,35.2,63.636363636363626,0.0,0.03,5,0.06357253655460901,0.6363636363636362
5.0,0.035,0.64,0.0,24.1,35.2,68.4659090909091,0.0,0.035,5,0.07416795931371052,0.6846590909090909
5.0,0.04,0.64,0.0,25.5,35.2,72.44318181818181,0.0,0.04,5,0.08476338207281203,0.7244318181818181
5.0,0.045,0.64,0.0,26.7,35.2,75.85227272727272,0.0,0.045,5,0.09535880483191353,0.7585227272727272
5.0,0.05,0.64,0.0,27.7,35.2,78.69318181818181,0.0,0.05,5,0.10595422759101503,0.7869318181818181
5.0,0.055,0.64,0.0,28.6,35.2,81.25,0.0,0.055,5,0.11654965035011654,0.8125
5.0,0.06,0.64,0.0,29.3,35.2,83.23863636363636,0.0,0.06,5,0.12714507310921802,0.8323863636363636
5.0,0.08,0.64,0.0,31.5,35.2,89.48863636363636,0.0,0.08,5,0.16952676414562406,0.8948863636363636
5.0,0.1,0.64,0.0,32.8,35.2,93.18181818181816,0.0,0.1,5,0.21190845518203005,0.9318181818181815
5.0,0.12,0.64,0.0,33.6,35.2,95.45454545454544,0.0,0.12,5,0.25429014621843604,0.9545454545454544
5.0,0.14,0.64,0.0,34.1,35.2,96.875,0.0,0.14,5,0.2966718372548421,0.96875
5.0,0.16,0.64,0.0,34.4,35.2,97.72727272727272,0.0,0.16,5,0.33905352829124813,0.9772727272727272
5.0,0.18,0.64,0.0,34.6,35.2,98.29545454545456,0.0,0.18,5,0.3814352193276541,0.9829545454545456
5.0,0.2,0.64,0.0,34.8,35.2,98.86363636363636,0.0,0.2,5,0.4238169103640601,0.9886363636363636
5.0,0.22,0.64,0.0,34.9,35.2,99.14772727272728,0.0,0.22,5,0.46619860140046615,0.9914772727272728
5.0,0.24,0.64,0.0,34.9,35.2,99.14772727272728,0.0,0.24,5,0.5085802924368721,0.9914772727272728
5.0,0.26,0.64,0.0,35.0,35.2,99.43181818181816,0.0,0.26,5,0.5509619834732782,0.9943181818181815
5.0,0.28,0.64,0.0,35.0,35.2,99.43181818181816,0.0,0.28,5,0.5933436745096842,0.9943181818181815
5.0,0.3,0.64,0.0,35.1,35.2,99.71590909090908,0.0,0.3,5,0.6357253655460902,0.9971590909090908
5.0,0.32,0.64,0.0,35.1,35.2,99.71590909090908,0.0,0.32,5,0.6781070565824963,0.9971590909090908
5.0,0.34,0.64,0.0,35.1,35.2,99.71590909090908,0.0,0.34,5,0.7204887476189022,0.9971590909090908
5.0,0.36,0.64,0.0,35.1,35.2,99.71590909090908,0.0,0.36,5,0.7628704386553082,0.9971590909090908
5.0,0.38,0.64,0.0,35.1,35.2,99.71590909090908,0.0,0.38,5,0.8052521296917142,0.9971590909090908
5.0,0.4,0.64,0.0,35.1,35.2,99.71590909090908,0.0,0.4,5,0.8476338207281202,0.9971590909090908
5.0,0.45,0.64,0.0,35.1,35.2,99.71590909090908,0.0,0.45,5,0.9535880483191352,0.9971590909090908
5.0,0.5,0.64,0.0,35.2,35.2,100.0,0.0,0.5,5,1.0595422759101503,1.0
5.0,0.55,0.64,0.0,35.2,35.2,100.0,0.0,0.55,5,1.1654965035011655,1.0
5.0,0.6,0.64,0.0,35.2,35.2,100.0,0.0,0.6,5,1.2714507310921803,1.0
5.0,0.65,0.64,0.0,35.2,35.2,100.0,0.0,0.65,5,1.3774049586831953,1.0
5.0,0.7,0.64,0.0,35.2,35.2,100.0,0.0,0.7,5,1.4833591862742104,1.0
5.0,0.75,0.64,0.0,35.2,35.2,100.0,0.0,0.75,5,1.5893134138652254,1.0
5.0,0.8,0.64,0.0,35.2,35.2,100.0,0.0,0.8,5,1.6952676414562404,1.0
5.0,0.85,0.64,0.0,35.2,35.2,100.0,0.0,0.85,5,1.8012218690472555,1.0
5.0,0.9,0.64,0.0,35.2,35.2,100.0,0.0,0.9,5,1.9071760966382705,1.0
5.0,0.95,0.64,0.0,35.2,35.2,100.0,0.0,0.95,5,2.0131303242292855,1.0
5.0,1.0,0.64,0.0,35.2,35.2,100.0,0.0,1.0,5,2.1190845518203005,1.0
10.0,0.0,0.64,0.0,0.0,35.0,0.0,0.0,0.0,10,0.0,0.0
,,,,,,,,,10,0.0,0.0
10.0,0.005,0.64,0.0,7.42,35.0,21.2,0.0,0.005,10,0.010595422759101504,0.212
10.0,0.01,0.64,0.0,12.2,35.0,34.857142857142854,0.0,0.01,10,0.021190845518203008,0.34857142857142853
10.0,0.015,0.64,0.0,15.7,35.0,44.85714285714285,0.0,0.015,10,0.031786268277304505,0.44857142857142845
10.0,0.02,0.64,0.0,18.6,35.0,53.142857142857146,0.0,0.02,10,0.042381691036406016,0.5314285714285715
10.0,0.025,0.64,0.0,20.9,35.0,59.71428571428571,0.0,0.025,10,0.05297711379550751,0.5971428571428571
10.0,0.03,0.64,0.0,22.9,35.0,65.42857142857143,0.0,0.03,10,0.06357253655460901,0.6542857142857144
10.0,0.035,0.64,0.0,24.5,35.0,70.0,0.0,0.035,10,0.07416795931371052,0.7
10.0,0.04,0.64,0.0,25.9,35.0,74.0,0.0,0.04,10,0.08476338207281203,0.74
10.0,0.045,0.64,0.0,27.0,35.0,77.14285714285715,0.0,0.045,10,0.09535880483191353,0.7714285714285716
10.0,0.05,0.64,0.0,28.0,35.0,80.0,0.0,0.05,10,0.10595422759101503,0.8
10.0,0.055,0.64,0.0,28.8,35.0,82.28571428571428,0.0,0.055,10,0.11654965035011654,0.8228571428571427
10.0,0.06,0.64,0.0,29.6,35.0,84.57142857142857,0.0,0.06,10,0.12714507310921802,0.8457142857142856
10.0,0.08,0.64,0.0,31.6,35.0,90.28571428571428,0.0,0.08,10,0.16952676414562406,0.9028571428571428
10.0,0.1,0.64,0.0,32.8,35.0,93.71428571428572,0.0,0.1,10,0.21190845518203005,0.9371428571428573
10.0,0.12,0.64,0.0,33.5,35.0,95.71428571428572,0.0,0.12,10,0.25429014621843604,0.9571428571428572
10.0,0.14,0.64,0.0,34.0,35.0,97.14285714285714,0.0,0.14,10,0.2966718372548421,0.9714285714285714
10.0,0.16,0.64,0.0,34.3,35.0,98.0,0.0,0.16,10,0.33905352829124813,0.98
10.0,0.18,0.64,0.0,34.5,35.0,98.57142857142858,0.0,0.18,10,0.3814352193276541,0.9857142857142859
10.0,0.2,0.64,0.0,34.6,35.0,98.85714285714286,0.0,0.2,10,0.4238169103640601,0.9885714285714287
10.0,0.22,0.64,0.0,34.7,35.0,99.14285714285715,0.0,0.22,10,0.46619860140046615,0.9914285714285715
10.0,0.24,0.64,0.0,34.8,35.0,99.42857142857142,0.0,0.24,10,0.5085802924368721,0.9942857142857142
10.0,0.26,0.64,0.0,34.8,35.0,99.42857142857142,0.0,0.26,10,0.5509619834732782,0.9942857142857142
10.0,0.28,0.64,0.0,34.9,35.0,99.71428571428572,0.0,0.28,10,0.5933436745096842,0.9971428571428572
10.0,0.3,0.64,0.0,34.9,35.0,99.71428571428572,0.0,0.3,10,0.6357253655460902,0.9971428571428572
10.0,0.32,0.64,0.0,34.9,35.0,99.71428571428572,0.0,0.32,10,0.6781070565824963,0.9971428571428572
10.0,0.34,0.64,0.0,34.9,35.0,99.71428571428572,0.0,0.34,10,0.7204887476189022,0.9971428571428572
10.0,0.36,0.64,0.0,34.9,35.0,99.71428571428572,0.0,0.36,10,0.7628704386553082,0.9971428571428572
10.0,0.38,0.64,0.0,34.9,35.0,99.71428571428572,0.0,0.38,10,0.8052521296917142,0.9971428571428572
10.0,0.4,0.64,0.0,34.9,35.0,99.71428571428572,0.0,0.4,10,0.8476338207281202,0.9971428571428572
10.0,0.45,0.64,0.0,34.9,35.0,99.71428571428572,0.0,0.45,10,0.9535880483191352,0.9971428571428572
10.0,0.5,0.64,0.0,35.0,35.0,100.0,0.0,0.5,10,1.0595422759101503,1.0
10.0,0.55,0.64,0.0,35.0,35.0,100.0,0.0,0.55,10,1.1654965035011655,1.0
10.0,0.6,0.64,0.0,35.0,35.0,100.0,0.0,0.6,10,1.2714507310921803,1.0
10.0,0.65,0.64,0.0,35.0,35.0,100.0,0.0,0.65,10,1.3774049586831953,1.0
10.0,0.7,0.64,0.0,35.0,35.0,100.0,0.0,0.7,10,1.4833591862742104,1.0
10.0,0.75,0.64,0.0,35.0,35.0,100.0,0.0,0.75,10,1.5893134138652254,1.0
10.0,0.8,0.64,0.0,35.0,35.0,100.0,0.0,0.8,10,1.6952676414562404,1.0
10.0,0.85,0.64,0.0,35.0,35.0,100.0,0.0,0.85,10,1.8012218690472555,1.0
10.0,0.9,0.64,0.0,35.0,35.0,100.0,0.0,0.9,10,1.9071760966382705,1.0
10.0,0.95,0.64,0.0,35.0,35.0,100.0,0.0,0.95,10,2.0131303242292855,1.0
10.0,1.0,0.64,0.0,35.0,35.0,100.0,0.0,1.0,10,2.1190845518203005,1.0
20.0,0.0,0.64,0.0,0.0,34.7,0.0,0.0,0.0,20,0.0,0.0
,,,,,,,,,20,0.0,0.0
20.0,0.005,0.64,0.0,7.94,34.7,22.881844380403457,0.0,0.005,20,0.010595422759101504,0.22881844380403457
20.0,0.01,0.64,0.0,12.9,34.7,37.175792507204605,0.0,0.01,20,0.021190845518203008,0.371757925072046
20.0,0.015,0.64,0.0,16.6,34.7,47.83861671469741,0.0,0.015,20,0.031786268277304505,0.4783861671469741
20.0,0.02,0.64,0.0,19.4,34.7,55.90778097982708,0.0,0.02,20,0.042381691036406016,0.5590778097982708
20.0,0.025,0.64,0.0,21.7,34.7,62.53602305475504,0.0,0.025,20,0.05297711379550751,0.6253602305475504
20.0,0.03,0.64,0.0,23.6,34.7,68.0115273775216,0.0,0.03,20,0.06357253655460901,0.6801152737752161
20.0,0.035,0.64,0.0,25.2,34.7,72.62247838616715,0.0,0.035,20,0.07416795931371052,0.7262247838616714
20.0,0.04,0.64,0.0,26.5,34.7,76.36887608069163,0.0,0.04,20,0.08476338207281203,0.7636887608069164
20.0,0.045,0.64,0.0,27.5,34.7,79.25072046109509,0.0,0.045,20,0.09535880483191353,0.7925072046109508
20.0,0.05,0.64,0.0,28.5,34.7,82.13256484149855,0.0,0.05,20,0.10595422759101503,0.8213256484149855
20.0,0.055,0.64,0.0,29.2,34.7,84.14985590778097,0.0,0.055,20,0.11654965035011654,0.8414985590778098
20.0,0.06,0.64,0.0,29.9,34.7,86.16714697406339,0.0,0.06,20,0.12714507310921802,0.8616714697406338
20.0,0.08,0.64,0.0,31.7,34.7,91.35446685878962,0.0,0.08,20,0.16952676414562406,0.9135446685878962
20.0,0.1,0.64,0.0,32.8,34.7,94.52449567723342,0.0,0.1,20,0.21190845518203005,0.9452449567723342
20.0,0.12,0.64,0.0,33.4,34.7,96.2536023054755,0.0,0.12,20,0.25429014621843604,0.9625360230547549
20.0,0.14,0.64,0.0,33.8,34.7,97.40634005763688,0.0,0.14,20,0.2966718372548421,0.9740634005763689
20.0,0.16,0.64,0.0,34.1,34.7,98.27089337175792,0.0,0.16,20,0.33905352829124813,0.9827089337175792
20.0,0.18,0.64,0.0,34.3,34.7,98.8472622478386,0.0,0.18,20,0.3814352193276541,0.988472622478386
20.0,0.2,0.64,0.0,34.4,34.7,99.13544668587896,0.0,0.2,20,0.4238169103640601,0.9913544668587896
20.0,0.22,0.64,0.0,34.5,34.7,99.4236311239193,0.0,0.22,20,0.46619860140046615,0.994236311239193
20.0,0.24,0.64,0.0,34.5,34.7,99.4236311239193,0.0,0.24,20,0.5085802924368721,0.994236311239193
20.0,0.26,0.64,0.0,34.5,34.7,99.4236311239193,0.0,0.26,20,0.5509619834732782,0.994236311239193
20.0,0.28,0.64,0.0,34.6,34.7,99.71181556195964,0.0,0.28,20,0.5933436745096842,0.9971181556195964
20.0,0.3,0.64,0.0,34.6,34.7,99.71181556195964,0.0,0.3,20,0.6357253655460902,0.9971181556195964
20.0,0.32,0.64,0.0,34.6,34.7,99.71181556195964,0.0,0.32,20,0.6781070565824963,0.9971181556195964
20.0,0.34,0.64,0.0,34.6,34.7,99.71181556195964,0.0,0.34,20,0.7204887476189022,0.9971181556195964
20.0,0.36,0.64,0.0,34.6,34.7,99.71181556195964,0.0,0.36,20,0.7628704386553082,0.9971181556195964
20.0,0.38,0.64,0.0,34.6,34.7,99.71181556195964,0.0,0.38,20,0.8052521296917142,0.9971181556195964
20.0,0.4,0.64,0.0,34.6,34.7,99.71181556195964,0.0,0.4,20,0.8476338207281202,0.9971181556195964
20.0,0.45,0.64,0.0,34.7,34.7,100.0,0.0,0.45,20,0.9535880483191352,1.0
20.0,0.5,0.64,0.0,34.7,34.7,100.0,0.0,0.5,20,1.0595422759101503,1.0
20.0,0.55,0.64,0.0,34.7,34.7,100.0,0.0,0.55,20,1.1654965035011655,1.0
20.0,0.6,0.64,0.0,34.7,34.7,100.0,0.0,0.6,20,1.2714507310921803,1.0
20.0,0.65,0.64,0.0,34.7,34.7,100.0,0.0,0.65,20,1.3774049586831953,1.0
20.0,0.7,0.64,0.0,34.7,34.7,100.0,0.0,0.7,20,1.4833591862742104,1.0
20.0,0.75,0.64,0.0,34.7,34.7,100.0,0.0,0.75,20,1.5893134138652254,1.0
20.0,0.8,0.64,0.0,34.7,34.7,100.0,0.0,0.8,20,1.6952676414562404,1.0
20.0,0.85,0.64,0.0,34.7,34.7,100.0,0.0,0.85,20,1.8012218690472555,1.0
20.0,0.9,0.64,0.0,34.7,34.7,100.0,0.0,0.9,20,1.9071760966382705,1.0
20.0,0.95,0.64,0.0,34.7,34.7,100.0,0.0,0.95,20,2.0131303242292855,1.0
20.0,1.0,0.64,0.0,34.7,34.7,100.0,0.0,1.0,20,2.1190845518203005,1.0
30.0,0.0,0.63,0.0,0.0,34.4,0.0,0.0,0.0,30,0.0,0.0
,,,,,,,,,30,0.0,0.0
30.0,0.005,0.63,0.0,8.35,34.4,24.273255813953487,0.0,0.005,30,0.010595422759101504,0.24273255813953487
30.0,0.01,0.63,0.0,13.5,34.4,39.24418604651163,0.0,0.01,30,0.021190845518203008,0.3924418604651163
30.0,0.015,0.63,0.0,17.2,34.4,50.0,0.0,0.015,30,0.031786268277304505,0.5
30.0,0.02,0.63,0.0,20.1,34.4,58.43023255813954,0.0,0.02,30,0.042381691036406016,0.5843023255813954
30.0,0.025,0.63,0.0,22.3,34.4,64.82558139534885,0.0,0.025,30,0.05297711379550751,0.6482558139534885
30.0,0.03,0.63,0.0,24.2,34.4,70.34883720930233,0.0,0.03,30,0.06357253655460901,0.7034883720930233
30.0,0.035,0.63,0.0,25.7,34.4,74.70930232558139,0.0,0.035,30,0.07416795931371052,0.747093023255814
30.0,0.04,0.63,0.0,26.9,34.4,78.19767441860465,0.0,0.04,30,0.08476338207281203,0.7819767441860465
30.0,0.045,0.63,0.0,27.9,34.4,81.1046511627907,0.0,0.045,30,0.09535880483191353,0.811046511627907
30.0,0.05,0.63,0.0,28.8,34.4,83.72093023255815,0.0,0.05,30,0.10595422759101503,0.8372093023255814
30.0,0.055,0.63,0.0,29.5,34.4,85.75581395348838,0.0,0.055,30,0.11654965035011654,0.8575581395348838
30.0,0.06,0.63,0.0,30.1,34.4,87.50000000000001,0.0,0.06,30,0.12714507310921802,0.8750000000000001
30.0,0.08,0.63,0.0,31.8,34.4,92.44186046511628,0.0,0.08,30,0.16952676414562406,0.9244186046511628
30.0,0.1,0.63,0.0,32.8,34.4,95.34883720930232,0.0,0.1,30,0.21190845518203005,0.9534883720930232
30.0,0.12,0.63,0.0,33.4,34.4,97.09302325581396,0.0,0.12,30,0.25429014621843604,0.9709302325581396
30.0,0.14,0.63,0.0,33.7,34.4,97.96511627906978,0.0,0.14,30,0.2966718372548421,0.9796511627906977
30.0,0.16,0.63,0.0,33.9,34.4,98.54651162790698,0.0,0.16,30,0.33905352829124813,0.9854651162790699
30.0,0.18,0.63,0.0,34.1,34.4,99.1279069767442,0.0,0.18,30,0.3814352193276541,0.991279069767442
30.0,0.2,0.63,0.0,34.2,34.4,99.4186046511628,0.0,0.2,30,0.4238169103640601,0.9941860465116279
30.0,0.22,0.63,0.0,34.3,34.4,99.7093023255814,0.0,0.22,30,0.46619860140046615,0.9970930232558141
30.0,0.24,0.63,0.0,34.3,34.4,99.7093023255814,0.0,0.24,30,0.5085802924368721,0.9970930232558141
30.0,0.26,0.63,0.0,34.3,34.4,99.7093023255814,0.0,0.26,30,0.5509619834732782,0.9970930232558141
30.0,0.28,0.63,0.0,34.4,34.4,100.0,0.0,0.28,30,0.5933436745096842,1.0
30.0,0.3,0.63,0.0,34.4,34.4,100.0,0.0,0.3,30,0.6357253655460902,1.0
30.0,0.32,0.63,0.0,34.4,34.4,100.0,0.0,0.32,30,0.6781070565824963,1.0
30.0,0.34,0.63,0.0,34.4,34.4,100.0,0.0,0.34,30,0.7204887476189022,1.0
30.0,0.36,0.63,0.0,34.4,34.4,100.0,0.0,0.36,30,0.7628704386553082,1.0
30.0,0.38,0.63,0.0,34.4,34.4,100.0,0.0,0.38,30,0.8052521296917142,1.0
30.0,0.4,0.63,0.0,34.4,34.4,100.0,0.0,0.4,30,0.8476338207281202,1.0
30.0,0.45,0.63,0.0,34.4,34.4,100.0,0.0,0.45,30,0.9535880483191352,1.0
30.0,0.5,0.63,0.0,34.4,34.4,100.0,0.0,0.5,30,1.0595422759101503,1.0
30.0,0.55,0.63,0.0,34.4,34.4,100.0,0.0,0.55,30,1.1654965035011655,1.0
30.0,0.6,0.63,0.0,34.4,34.4,100.0,0.0,0.6,30,1.2714507310921803,1.0
30.0,0.65,0.63,0.0,34.4,34.4,100.0,0.0,0.65,30,1.3774049586831953,1.0
30.0,0.7,0.63,0.0,34.4,34.4,100.0,0.0,0.7,30,1.4833591862742104,1.0
30.0,0.75,0.63,0.0,34.4,34.4,100.0,0.0,0.75,30,1.5893134138652254,1.0
30.0,0.8,0.63,0.0,34.4,34.4,100.0,0.0,0.8,30,1.6952676414562404,1.0
30.0,0.85,0.63,0.0,34.4,34.4,100.0,0.0,0.85,30,1.8012218690472555,1.0
30.0,0.9,0.63,0.0,34.4,34.4,100.0,0.0,0.9,30,1.9071760966382705,1.0
30.0,0.95,0.63,0.0,34.4,34.4,100.0,0.0,0.95,30,2.0131303242292855,1.0
30.0,1.0,0.63,0.0,34.4,34.4,100.0,0.0,1.0,30,2.1190845518203005,1.0
60.0,0.0,0.6,0.0,0.0,33.9,0.0,0.0,0.0,60,0.0,0.0
,,,,,,,,,60,0.0,0.0
60.0,0.005,0.6,0.0,9.23,33.9,27.22713864306785,0.0,0.005,60,0.010595422759101504,0.2722713864306785
60.0,0.01,0.6,0.0,14.7,33.9,43.36283185840708,0.0,0.01,60,0.021190845518203008,0.43362831858407075
60.0,0.015,0.6,0.0,18.5,33.9,54.572271386430685,0.0,0.015,60,0.031786268277304505,0.5457227138643068
60.0,0.02,0.6,0.0,21.4,33.9,63.12684365781711,0.0,0.02,60,0.042381691036406016,0.6312684365781711
60.0,0.025,0.6,0.0,23.5,33.9,69.32153392330383,0.0,0.025,60,0.05297711379550751,0.6932153392330384
60.0,0.03,0.6,0.0,25.3,33.9,74.63126843657818,0.0,0.03,60,0.06357253655460901,0.7463126843657818
60.0,0.035,0.6,0.0,26.6,33.9,78.4660766961652,0.0,0.035,60,0.07416795931371052,0.784660766961652
60.0,0.04,0.6,0.0,27.7,33.9,81.71091445427729,0.0,0.04,60,0.08476338207281203,0.8171091445427728
60.0,0.045,0.6,0.0,28.6,33.9,84.36578171091446,0.0,0.045,60,0.09535880483191353,0.8436578171091447
60.0,0.05,0.6,0.0,29.4,33.9,86.72566371681415,0.0,0.05,60,0.10595422759101503,0.8672566371681415
60.0,0.055,0.6,0.0,30.0,33.9,88.49557522123894,0.0,0.055,60,0.11654965035011654,0.8849557522123894
60.0,0.06,0.6,0.0,30.5,33.9,89.97050147492625,0.0,0.06,60,0.12714507310921802,0.8997050147492626
60.0,0.08,0.6,0.0,31.9,33.9,94.10029498525071,0.0,0.08,60,0.16952676414562406,0.9410029498525071
60.0,0.1,0.6,0.0,32.7,33.9,96.46017699115046,0.0,0.1,60,0.21190845518203005,0.9646017699115046
60.0,0.12,0.6,0.0,33.1,33.9,97.64011799410032,0.0,0.12,60,0.25429014621843604,0.9764011799410032
60.0,0.14,0.6,0.0,33.4,33.9,98.52507374631269,0.0,0.14,60,0.2966718372548421,0.9852507374631269
60.0,0.16,0.6,0.0,33.6,33.9,99.11504424778762,0.0,0.16,60,0.33905352829124813,0.9911504424778762
60.0,0.18,0.6,0.0,33.7,33.9,99.41002949852508,0.0,0.18,60,0.3814352193276541,0.9941002949852508
60.0,0.2,0.6,0.0,33.7,33.9,99.41002949852508,0.0,0.2,60,0.4238169103640601,0.9941002949852508
60.0,0.22,0.6,0.0,33.8,33.9,99.70501474926252,0.0,0.22,60,0.46619860140046615,0.9970501474926252
60.0,0.24,0.6,0.0,33.8,33.9,99.70501474926252,0.0,0.24,60,0.5085802924368721,0.9970501474926252
60.0,0.26,0.6,0.0,33.8,33.9,99.70501474926252,0.0,0.26,60,0.5509619834732782,0.9970501474926252
60.0,0.28,0.6,0.0,33.8,33.9,99.70501474926252,0.0,0.28,60,0.5933436745096842,0.9970501474926252
60.0,0.3,0.6,0.0,33.9,33.9,100.0,0.0,0.3,60,0.6357253655460902,1.0
60.0,0.32,0.6,0.0,33.9,33.9,100.0,0.0,0.32,60,0.6781070565824963,1.0
60.0,0.34,0.6,0.0,33.9,33.9,100.0,0.0,0.34,60,0.7204887476189022,1.0
60.0,0.36,0.6,0.0,33.9,33.9,100.0,0.0,0.36,60,0.7628704386553082,1.0
60.0,0.38,0.6,0.0,33.9,33.9,100.0,0.0,0.38,60,0.8052521296917142,1.0
60.0,0.4,0.6,0.0,33.9,33.9,100.0,0.0,0.4,60,0.8476338207281202,1.0
60.0,0.45,0.6,0.0,33.9,33.9,100.0,0.0,0.45,60,0.9535880483191352,1.0
