Tc_min,CutoffQ_cfs,Max_Inflow_cfs,Max_Depth_ft,Treated_mgal,Total_mgal,Capture_Efficiency_%,Flow_Balance_Error_%
5,0.9,0.76,0.0,25.9,25.9,100.0,0.0
5,0.95,0.76,0.0,25.9,25.9,100.0,0.0
5,1.0,0.76,0.0,25.9,25.9,100.0,0.0
10,0.0,0.76,0.0,0.0,25.8,0.0,0.0
10,0.005,0.76,0.0,5.65,25.8,21.899224806201552,0.0
10,0.01,0.76,0.0,9.27,25.8,35.93023255813953,0.0
10,0.015,0.76,0.0,12.0,25.8,46.51162790697674,0.0
10,0.02,0.76,0.0,14.2,25.8,55.03875968992248,0.0
10,0.025,0.76,0.0,16.0,25.8,62.01550387596899,0.0
10,0.03,0.76,0.0,17.4,25.8,67.44186046511628,0.0
10,0.035,0.76,0.0,18.6,25.8,72.09302325581396,0.0
10,0.04,0.76,0.0,19.6,25.8,75.96899224806202,0.0
10,0.045,0.76,0.0,20.5,25.8,79.45736434108527,0.0
10,0.05,0.76,0.0,21.2,25.8,82.1705426356589,0.0
10,0.055,0.76,0.0,21.8,25.8,84.49612403100775,0.0
10,0.06,0.76,0.0,22.3,25.8,86.43410852713178,0.0
10,0.08,0.76,0.0,23.7,25.8,91.86046511627907,0.0
10,0.1,0.76,0.0,24.5,25.8,94.96124031007753,0.0
10,0.12,0.76,0.0,25.0,25.8,96.89922480620154,0.0
10,0.14,0.76,0.0,25.3,25.8,98.06201550387597,0.0
10,0.16,0.76,0.0,25.4,25.8,98.44961240310077,0.0
10,0.18,0.76,0.0,25.5,25.8,98.83720930232558,0.0
10,0.2,0.76,0.0,25.6,25.8,99.2248062015504,0.0
10,0.22,0.76,0.0,25.7,25.8,99.6124031007752,0.0
10,0.24,0.76,0.0,25.7,25.8,99.6124031007752,0.0
10,0.26,0.76,0.0,25.7,25.8,99.6124031007752,0.0
10,0.28,0.76,0.0,25.7,25.8,99.6124031007752,0.0
10,0.3,0.76,0.0,25.7,25.8,99.6124031007752,0.0
10,0.32,0.76,0.0,25.7,25.8,99.6124031007752,0.0
10,0.34,0.76,0.0,25.7,25.8,99.6124031007752,0.0
10,0.36,0.76,0.0,25.7,25.8,99.6124031007752,0.0
10,0.38,0.76,0.0,25.7,25.8,99.6124031007752,0.0
10,0.4,0.76,0.0,25.8,25.8,100.0,0.0
10,0.45,0.76,0.0,25.8,25.8,100.0,0.0
10,0.5,0.76,0.0,25.8,25.8,100.0,0.0
10,0.55,0.76,0.0,25.8,25.8,100.0,0.0
10,0.6,0.76,0.0,25.8,25.8,100.0,0.0
10,0.65,0.76,0.0,25.8,25.8,100.0,0.0
10,0.7,0.76,0.0,25.8,25.8,100.0,0.0
10,0.75,0.76,0.0,25.8,25.8,100.0,0.0
10,0.8,0.76,0.0,25.8,25.8,100.0,0.0
10,0.85,0.76,0.0,25.8,25.8,100.0,0.0
10,0.9,0.76,0.0,25.8,25.8,100.0,0.0
10,0.95,0.76,0.0,25.8,25.8,100.0,0.0
10,1.0,0.76,0.0,25.8,25.8,100.0,0.0
20,0.0,0.75,0.0,0.0,25.5,0.0,0.0
20,0.005,0.75,0.0,6.04,25.5,23.686274509803923,0.0
20,0.01,0.75,0.0,9.82,25.5,38.50980392156863,0.0
20,0.015,0.75,0.0,12.6,25.5,49.41176470588235,0.0
20,0.02,0.75,0.0,14.8,25.5,58.03921568627452,0.0
20,0.025,0.75,0.0,16.6,25.5,65.09803921568627,0.0
20,0.03,0.75,0.0,18.0,25.5,70.58823529411765,0.0
20,0.035,0.75,0.0,19.1,25.5,74.90196078431373,0.0
20,0.04,0.75,0.0,20.1,25.5,78.82352941176471,0.0
20,0.045,0.75,0.0,20.9,25.5,81.96078431372548,0.0
20,0.05,0.75,0.0,21.5,25.5,84.31372549019608,0.0
20,0.055,0.75,0.0,22.1,25.5,86.66666666666667,0.0
20,0.06,0.75,0.0,22.5,25.5,88.23529411764706,0.0
20,0.08,0.75,0.0,23.8,25.5,93.33333333333333,0.0
20,0.1,0.75,0.0,24.5,25.5,96.07843137254902,0.0
20,0.12,0.75,0.0,24.9,25.5,97.6470588235294,0.0
20,0.14,0.75,0.0,25.1,25.5,98.43137254901961,0.0
20,0.16,0.75,0.0,25.3,25.5,99.2156862745098,0.0
20,0.18,0.75,0.0,25.4,25.5,99.60784313725489,0.0
20,0.2,0.75,0.0,25.4,25.5,99.60784313725489,0.0
20,0.22,0.75,0.0,25.4,25.5,99.60784313725489,0.0
20,0.24,0.75,0.0,25.5,25.5,100.0,0.0
20,0.26,0.75,0.0,25.5,25.5,100.0,0.0
20,0.28,0.75,0.0,25.5,25.5,100.0,0.0
20,0.3,0.75,0.0,25.5,25.5,100.0,0.0
20,0.32,0.75,0.0,25.5,25.5,100.0,0.0
20,0.34,0.75,0.0,25.5,25.5,100.0,0.0
20,0.36,0.75,0.0,25.5,25.5,100.0,0.0
20,0.38,0.75,0.0,25.5,25.5,100.0,0.0
20,0.4,0.75,0.0,25.5,25.5,100.0,0.0
20,0.45,0.75,0.0,25.5,25.5,100.0,0.0
20,0.5,0.75,0.0,25.5,25.5,100.0,0.0
20,0.55,0.75,0.0,25.5,25.5,100.0,0.0
20,0.6,0.75,0.0,25.5,25.5,100.0,0.0
20,0.65,0.75,0.0,25.5,25.5,100.0,0.0
20,0.7,0.75,0.0,25.5,25.5,100.0,0.0
20,0.75,0.75,0.0,25.5,25.5,100.0,0.0
20,0.8,0.75,0.0,25.5,25.5,100.0,0.0
20,0.85,0.75,0.0,25.5,25.5,100.0,0.0
20,0.9,0.75,0.0,25.5,25.5,100.0,0.0
20,0.95,0.75,0.0,25.5,25.5,100.0,0.0
20,1.0,0.75,0.0,25.5,25.5,100.0,0.0
30,0.0,0.73,0.0,0.0,25.4,0.0,0.0
30,0.005,0.73,0.0,6.34,25.4,24.960629921259844,0.0
30,0.01,0.73,0.0,10.2,25.4,40.15748031496063,0.0
30,0.015,0.73,0.0,13.1,25.4,51.574803149606296,0.0
30,0.02,0.73,0.0,15.3,25.4,60.23622047244095,0.0
30,0.025,0.73,0.0,17.0,25.4,66.92913385826772,0.0
30,0.03,0.73,0.0,18.4,25.4,72.44094488188976,0.0
30,0.035,0.73,0.0,19.5,25.4,76.7716535433071,0.0
30,0.04,0.73,0.0,20.4,25.4,80.31496062992126,0.0
30,0.045,0.73,0.0,21.1,25.4,83.0708661417323,0.0
30,0.05,0.73,0.0,21.7,25.4,85.43307086614173,0.0
30,0.055,0.73,0.0,22.3,25.4,87.79527559055119,0.0
30,0.06,0.73,0.0,22.7,25.4,89.37007874015748,0.0
30,0.08,0.73,0.0,23.8,25.4,93.70078740157481,0.0
30,0.1,0.73,0.0,24.5,25.4,96.45669291338584,0.0
30,0.12,0.73,0.0,24.8,25.4,97.63779527559055,0.0
30,0.14,0.73,0.0,25.0,25.4,98.4251968503937,0.0
30,0.16,0.73,0.0,25.1,25.4,98.81889763779529,0.0
30,0.18,0.73,0.0,25.2,25.4,99.21259842519686,0.0
30,0.2,0.73,0.0,25.3,25.4,99.60629921259844,0.0
30,0.22,0.73,0.0,25.3,25.4,99.60629921259844,0.0
30,0.24,0.73,0.0,25.3,25.4,99.60629921259844,0.0
30,0.26,0.73,0.0,25.3,25.4,99.60629921259844,0.0
30,0.28,0.73,0.0,25.3,25.4,99.60629921259844,0.0
30,0.3,0.73,0.0,25.3,25.4,99.60629921259844,0.0
30,0.32,0.73,0.0,25.3,25.4,99.60629921259844,0.0
30,0.34,0.73,0.0,25.3,25.4,99.60629921259844,0.0
30,0.36,0.73,0.0,25.3,25.4,99.60629921259844,0.0
30,0.38,0.73,0.0,25.3,25.4,99.60629921259844,0.0
30,0.4,0.73,0.0,25.3,25.4,99.60629921259844,0.0
30,0.45,0.73,0.0,25.3,25.4,99.60629921259844,0.0
30,0.5,0.73,0.0,25.4,25.4,100.0,0.0
30,0.55,0.73,0.0,25.4,25.4,100.0,0.0
30,0.6,0.73,0.0,25.4,25.4,100.0,0.0
30,0.65,0.73,0.0,25.4,25.4,100.0,0.0
30,0.7,0.73,0.0,25.4,25.4,100.0,0.0
30,0.75,0.73,0.0,25.4,25.4,100.0,0.0
30,0.8,0.73,0.0,25.4,25.4,100.0,0.0
30,0.85,0.73,0.0,25.4,25.4,100.0,0.0
30,0.9,0.73,0.0,25.4,25.4,100.0,0.0
30,0.95,0.73,0.0,25.4,25.4,100.0,0.0
30,1.0,0.73,0.0,25.4,25.4,100.0,0.0
60,0.0,0.61,0.0,0.0,24.9,0.0,0.0
60,0.005,0.61,0.0,6.99,24.9,28.072289156626507,0.0
60,0.01,0.61,0.0,11.2,24.9,44.97991967871486,0.0
60,0.015,0.61,0.0,14.1,24.9,56.62650602409639,0.0
60,0.02,0.61,0.0,16.2,24.9,65.06024096385542,0.0
60,0.025,0.61,0.0,17.9,24.9,71.8875502008032,0.0
60,0.03,0.61,0.0,19.1,24.9,76.70682730923696,0.0
60,0.035,0.61,0.0,20.1,24.9,80.72289156626508,0.0
60,0.04,0.61,0.0,20.9,24.9,83.93574297188755,0.0
60,0.045,0.61,0.0,21.6,24.9,86.74698795180724,0.0
60,0.05,0.61,0.0,22.1,24.9,88.7550200803213,0.0
60,0.055,0.61,0.0,22.5,24.9,90.36144578313254,0.0
60,0.06,0.61,0.0,22.9,24.9,91.96787148594377,0.0
60,0.08,0.61,0.0,23.8,24.9,95.58232931726909,0.0
60,0.1,0.61,0.0,24.3,24.9,97.59036144578313,0.0
60,0.12,0.61,0.0,24.6,24.9,98.79518072289157,0.0
60,0.14,0.61,0.0,24.7,24.9,99.19678714859438,0.0
60,0.16,0.61,0.0,24.8,24.9,99.59839357429719,0.0
60,0.18,0.61,0.0,24.9,24.9,100.0,0.0
60,0.2,0.61,0.0,24.9,24.9,100.0,0.0
60,0.22,0.61,0.0,24.9,24.9,100.0,0.0
60,0.24,0.61,0.0,24.9,24.9,100.0,0.0
60,0.26,0.61,0.0,24.9,24.9,100.0,0.0
60,0.28,0.61,0.0,24.9,24.9,100.0,0.0
60,0.3,0.61,0.0,24.9,24.9,100.0,0.0
60,0.32,0.61,0.0,24.9,24.9,100.0,0.0
60,0.34,0.61,0.0,24.9,24.9,100.0,0.0
60,0.36,0.61,0.0,24.9,24.9,100.0,0.0
60,0.38,0.61,0.0,24.9,24.9,100.0,0.0
60,0.4,0.61,0.0,24.9,24.9,100.0,0.0
60,0.45,0.61,0.0,24.9,24.9,100.0,0.0
60,0.5,0.61,0.0,24.9,24.9,100.0,0.0
60,0.55,0.61,0.0,24.9,24.9,100.0,0.0
60,0.6,0.61,0.0,24.9,24.9,100.0,0.0
60,0.65,0.61,0.0,24.9,24.9,100.0,0.0
60,0.7,0.61,0.0,24.9,24.9,100.0,0.0
60,0.75,0.61,0.0,24.9,24.9,100.0,0.0
60,0.8,0.61,0.0,24.9,24.9,100.0,0.0
60,0.85,0.61,0.0,24.9,24.9,100.0,0.0
60,0.9,0.61,0.0,24.9,24.9,100.0,0.0
60,0.95,0.61,0.0,24.9,24.9,100.0,0.0
60,1.0,0.61,0.0,24.9,24.9,100.0,0.0
120,0.0,0.46,0.0,0.0,24.4,0.0,0.0
120,0.005,0.46,0.0,7.82,24.4,32.049180327868854,0.0
120,0.01,0.46,0.0,12.3,24.4,50.40983606557378,0.0
120,0.015,0.46,0.0,15.2,24.4,62.295081967213115,0.0
120,0.02,0.46,0.0,17.3,24.4,70.9016393442623,0.0
120,0.025,0.46,0.0,18.8,24.4,77.04918032786885,0.0
120,0.03,0.46,0.0,19.9,24.4,81.55737704918032,0.0
120,0.035,0.46,0.0,20.8,24.4,85.24590163934427,0.0
120,0.04,0.46,0.0,21.4,24.4,87.70491803278688,0.0
120,0.045,0.46,0.0,22.0,24.4,90.1639344262295,0.0
120,0.05,0.46,0.0,22.4,24.4,91.80327868852459,0.0
120,0.055,0.46,0.0,22.7,24.4,93.0327868852459,0.0
120,0.06,0.46,0.0,23.0,24.4,94.26229508196722,0.0
120,0.08,0.46,0.0,23.7,24.4,97.1311475409836,0.0
120,0.1,0.46,0.0,24.0,24.4,98.36065573770493,0.0
120,0.12,0.46,0.0,24.2,24.4,99.18032786885246,0.0
120,0.14,0.46,0.0,24.3,24.4,99.59016393442623,0.0
120,0.16,0.46,0.0,24.3,24.4,99.59016393442623,0.0
120,0.18,0.46,0.0,24.3,24.4,99.59016393442623,0.0
120,0.2,0.46,0.0,24.4,24.4,100.0,0.0
120,0.22,0.46,0.0,24.4,24.4,100.0,0.0
120,0.24,0.46,0.0,24.4,24.4,100.0,0.0
120,0.26,0.46,0.0,24.4,24.4,100.0,0.0
120,0.28,0.46,0.0,24.4,24.4,100.0,0.0
120,0.3,0.46,0.0,24.4,24.4,100.0,0.0
120,0.32,0.46,0.0,24.4,24.4,100.0,0.0
120,0.34,0.46,0.0,24.4,24.4,100.0,0.0
120,0.36,0.46,0.0,24.4,24.4,100.0,0.0
120,0.38,0.46,0.0,24.4,24.4,100.0,0.0
120,0.4,0.46,0.0,24.4,24.4,100.0,0.0
120,0.45,0.46,0.0,24.4,24.4,100.0,0.0
120,0.5,0.46,0.0,24.4,24.4,100.0,0.0
120,0.55,0.46,0.0,24.4,24.4,100.0,0.0
120,0.6,0.46,0.0,24.4,24.4,100.0,0.0
120,0.65,0.46,0.0,24.4,24.4,100.0,0.0
120,0.7,0.46,0.0,24.4,24.4,100.0,0.0
120,0.75,0.46,0.0,24.4,24.4,100.0,0.0
120,0.8,0.46,0.0,24.4,24.4,100.0,0.0
120,0.85,0.46,0.0,24.4,24.4,100.0,0.0
120,0.9,0.46,0.0,24.4,24.4,100.0,0.0
120,0.95,0.46,0.0,24.4,24.4,100.0,0.0
120,1.0,0.46,0.0,24.4,24.4,100.0,0.0
