Tc_min,CutoffQ_cfs,Max_Inflow_cfs,Max_Depth_ft,Treated_mgal,Total_mgal,Capture_Efficiency_%,Flow_Balance_Error_%
20,0.01,1.03,0.0,10.0,29.5,33.89830508474576,0.0
20,0.015,1.03,0.0,13.0,29.5,44.06779661016949,0.0
20,0.02,1.03,0.0,15.4,29.5,52.20338983050847,0.0
20,0.025,1.03,0.0,17.3,29.5,58.644067796610166,0.0
20,0.03,1.03,0.0,18.8,29.5,63.72881355932204,0.0
20,0.035,1.03,0.0,20.1,29.5,68.13559322033899,0.0
20,0.04,1.03,0.0,21.2,29.5,71.86440677966101,0.0
20,0.045,1.03,0.0,22.2,29.5,75.2542372881356,0.0
20,0.05,1.03,0.0,23.0,29.5,77.96610169491525,0.0
20,0.055,1.03,0.0,23.7,29.5,80.33898305084746,0.0
20,0.06,1.03,0.0,24.3,29.5,82.37288135593221,0.0
20,0.08,1.03,0.0,26.1,29.5,88.47457627118645,0.0
20,0.1,1.03,0.0,27.2,29.5,92.20338983050847,0.0
20,0.12,1.03,0.0,27.9,29.5,94.57627118644068,0.0
20,0.14,1.03,0.0,28.3,29.5,95.9322033898305,0.0
20,0.16,1.03,0.0,28.6,29.5,96.94915254237289,0.0
20,0.18,1.03,0.0,28.8,29.5,97.6271186440678,0.0
20,0.2,1.03,0.0,29.0,29.5,98.30508474576271,0.0
20,0.22,1.03,0.0,29.1,29.5,98.64406779661017,0.0
20,0.24,1.03,0.0,29.2,29.5,98.98305084745762,0.0
20,0.26,1.03,0.0,29.2,29.5,98.98305084745762,0.0
20,0.28,1.03,0.0,29.3,29.5,99.32203389830508,0.0
20,0.3,1.03,0.0,29.3,29.5,99.32203389830508,0.0
20,0.32,1.03,0.0,29.4,29.5,99.66101694915254,0.0
20,0.34,1.03,0.0,29.4,29.5,99.66101694915254,0.0
20,0.36,1.03,0.0,29.4,29.5,99.66101694915254,0.0
20,0.38,1.03,0.0,29.4,29.5,99.66101694915254,0.0
20,0.4,1.03,0.0,29.4,29.5,99.66101694915254,0.0
20,0.45,1.03,0.0,29.5,29.5,100.0,0.0
20,0.5,1.03,0.0,29.5,29.5,100.0,0.0
20,0.55,1.03,0.0,29.5,29.5,100.0,0.0
20,0.6,1.03,0.0,29.5,29.5,100.0,0.0
20,0.65,1.03,0.0,29.5,29.5,100.0,0.0
20,0.7,1.03,0.0,29.5,29.5,100.0,0.0
20,0.75,1.03,0.0,29.5,29.5,100.0,0.0
20,0.8,1.03,0.0,29.5,29.5,100.0,0.0
20,0.85,1.03,0.0,29.5,29.5,100.0,0.0
20,0.9,1.03,0.0,29.5,29.5,100.0,0.0
20,0.95,1.03,0.0,29.5,29.5,100.0,0.0
20,1.0,1.03,0.0,29.5,29.5,100.0,0.0
30,0.0,1.02,0.0,0.0,29.3,0.0,0.0
30,0.005,1.02,0.0,6.43,29.3,21.945392491467576,0.0
30,0.01,1.02,0.0,10.5,29.3,35.83617747440273,0.0
30,0.015,1.02,0.0,13.5,29.3,46.07508532423208,0.0
30,0.02,1.02,0.0,15.9,29.3,54.26621160409556,0.0
30,0.025,1.02,0.0,17.8,29.3,60.75085324232082,0.0
30,0.03,1.02,0.0,19.3,29.3,65.8703071672355,0.0
30,0.035,1.02,0.0,20.6,29.3,70.30716723549489,0.0
30,0.04,1.02,0.0,21.6,29.3,73.72013651877133,0.0
30,0.045,1.02,0.0,22.5,29.3,76.79180887372013,0.0
30,0.05,1.02,0.0,23.3,29.3,79.5221843003413,0.0
30,0.055,1.02,0.0,23.9,29.3,81.56996587030716,0.0
30,0.06,1.02,0.0,24.5,29.3,83.61774744027304,0.0
30,0.08,1.02,0.0,26.2,29.3,89.419795221843,0.0
30,0.1,1.02,0.0,27.2,29.3,92.83276450511944,0.0
30,0.12,1.02,0.0,27.8,29.3,94.88054607508532,0.0
30,0.14,1.02,0.0,28.2,29.3,96.24573378839591,0.0
30,0.16,1.02,0.0,28.5,29.3,97.26962457337883,0.0
30,0.18,1.02,0.0,28.7,29.3,97.95221843003412,0.0
30,0.2,1.02,0.0,28.8,29.3,98.29351535836177,0.0
30,0.22,1.02,0.0,28.9,29.3,98.63481228668941,0.0
30,0.24,1.02,0.0,29.0,29.3,98.97610921501706,0.0
30,0.26,1.02,0.0,29.1,29.3,99.31740614334471,0.0
30,0.28,1.02,0.0,29.1,29.3,99.31740614334471,0.0
30,0.3,1.02,0.0,29.2,29.3,99.65870307167235,0.0
30,0.32,1.02,0.0,29.2,29.3,99.65870307167235,0.0
30,0.34,1.02,0.0,29.2,29.3,99.65870307167235,0.0
30,0.36,1.02,0.0,29.2,29.3,99.65870307167235,0.0
30,0.38,1.02,0.0,29.3,29.3,100.0,0.0
30,0.4,1.02,0.0,29.3,29.3,100.0,0.0
30,0.45,1.02,0.0,29.3,29.3,100.0,0.0
30,0.5,1.02,0.0,29.3,29.3,100.0,0.0
30,0.55,1.02,0.0,29.3,29.3,100.0,0.0
30,0.6,1.02,0.0,29.3,29.3,100.0,0.0
30,0.65,1.02,0.0,29.3,29.3,100.0,0.0
30,0.7,1.02,0.0,29.3,29.3,100.0,0.0
30,0.75,1.02,0.0,29.3,29.3,100.0,0.0
30,0.8,1.02,0.0,29.3,29.3,100.0,0.0
30,0.85,1.02,0.0,29.3,29.3,100.0,0.0
30,0.9,1.02,0.0,29.3,29.3,100.0,0.0
30,0.95,1.02,0.0,29.3,29.3,100.0,0.0
30,1.0,1.02,0.0,29.3,29.3,100.0,0.0
60,0.0,0.96,0.0,0.0,28.9,0.0,0.0
60,0.005,0.96,0.0,7.12,28.9,24.636678200692046,0.0
60,0.01,0.96,0.0,11.5,28.9,39.7923875432526,0.0
60,0.015,0.96,0.0,14.6,28.9,50.51903114186851,0.0
60,0.02,0.96,0.0,17.0,28.9,58.82352941176471,0.0
60,0.025,0.96,0.0,18.8,28.9,65.05190311418686,0.0
60,0.03,0.96,0.0,20.2,28.9,69.8961937716263,0.0
60,0.035,0.96,0.0,21.4,28.9,74.0484429065744,0.0
60,0.04,0.96,0.0,22.4,28.9,77.50865051903114,0.0
60,0.045,0.96,0.0,23.2,28.9,80.27681660899654,0.0
60,0.05,0.96,0.0,23.9,28.9,82.69896193771626,0.0
60,0.055,0.96,0.0,24.4,28.9,84.42906574394463,0.0
60,0.06,0.96,0.0,24.9,28.9,86.159169550173,0.0
60,0.08,0.96,0.0,26.4,28.9,91.34948096885813,0.0
60,0.1,0.96,0.0,27.2,28.9,94.11764705882352,0.0
60,0.12,0.96,0.0,27.7,28.9,95.8477508650519,0.0
60,0.14,0.96,0.0,28.1,28.9,97.23183391003461,0.0
60,0.16,0.96,0.0,28.3,28.9,97.92387543252596,0.0
60,0.18,0.96,0.0,28.4,28.9,98.26989619377161,0.0
60,0.2,0.96,0.0,28.6,28.9,98.96193771626298,0.0
60,0.22,0.96,0.0,28.6,28.9,98.96193771626298,0.0
60,0.24,0.96,0.0,28.7,28.9,99.30795847750865,0.0
60,0.26,0.96,0.0,28.7,28.9,99.30795847750865,0.0
60,0.28,0.96,0.0,28.8,28.9,99.65397923875433,0.0
60,0.3,0.96,0.0,28.8,28.9,99.65397923875433,0.0
60,0.32,0.96,0.0,28.8,28.9,99.65397923875433,0.0
60,0.34,0.96,0.0,28.8,28.9,99.65397923875433,0.0
60,0.36,0.96,0.0,28.9,28.9,100.0,0.0
60,0.38,0.96,0.0,28.9,28.9,100.0,0.0
60,0.4,0.96,0.0,28.9,28.9,100.0,0.0
60,0.45,0.96,0.0,28.9,28.9,100.0,0.0
60,0.5,0.96,0.0,28.9,28.9,100.0,0.0
60,0.55,0.96,0.0,28.9,28.9,100.0,0.0
60,0.6,0.96,0.0,28.9,28.9,100.0,0.0
60,0.65,0.96,0.0,28.9,28.9,100.0,0.0
60,0.7,0.96,0.0,28.9,28.9,100.0,0.0
60,0.75,0.96,0.0,28.9,28.9,100.0,0.0
60,0.8,0.96,0.0,28.9,28.9,100.0,0.0
60,0.85,0.96,0.0,28.9,28.9,100.0,0.0
60,0.9,0.96,0.0,28.9,28.9,100.0,0.0
60,0.95,0.96,0.0,28.9,28.9,100.0,0.0
60,1.0,0.96,0.0,28.9,28.9,100.0,0.0
120,0.0,0.83,0.0,0.0,28.4,0.0,0.0
120,0.005,0.83,0.0,7.99,28.4,28.133802816901408,0.0
120,0.01,0.83,0.0,12.7,28.4,44.71830985915493,0.0
120,0.015,0.83,0.0,15.9,28.4,55.98591549295775,0.0
120,0.02,0.83,0.0,18.2,28.4,64.08450704225352,0.0
120,0.025,0.83,0.0,19.9,28.4,70.07042253521126,0.0
120,0.03,0.83,0.0,21.2,28.4,74.64788732394366,0.0
120,0.035,0.83,0.0,22.3,28.4,78.52112676056339,0.0
120,0.04,0.83,0.0,23.1,28.4,81.3380281690141,0.0
120,0.045,0.83,0.0,23.8,28.4,83.80281690140846,0.0
120,0.05,0.83,0.0,24.4,28.4,85.91549295774648,0.0
120,0.055,0.83,0.0,24.9,28.4,87.67605633802816,0.0
120,0.06,0.83,0.0,25.3,28.4,89.08450704225352,0.0
120,0.08,0.83,0.0,26.4,28.4,92.95774647887323,0.0
120,0.1,0.83,0.0,27.1,28.4,95.42253521126761,0.0
120,0.12,0.83,0.0,27.5,28.4,96.83098591549296,0.0
120,0.14,0.83,0.0,27.7,28.4,97.53521126760563,0.0
120,0.16,0.83,0.0,27.9,28.4,98.23943661971832,0.0
120,0.18,0.83,0.0,28.0,28.4,98.59154929577466,0.0
120,0.2,0.83,0.0,28.1,28.4,98.943661971831,0.0
120,0.22,0.83,0.0,28.2,28.4,99.29577464788733,0.0
120,0.24,0.83,0.0,28.2,28.4,99.29577464788733,0.0
120,0.26,0.83,0.0,28.3,28.4,99.64788732394368,0.0
120,0.28,0.83,0.0,28.3,28.4,99.64788732394368,0.0
120,0.3,0.83,0.0,28.3,28.4,99.64788732394368,0.0
120,0.32,0.83,0.0,28.3,28.4,99.64788732394368,0.0
120,0.34,0.83,0.0,28.3,28.4,99.64788732394368,0.0
120,0.36,0.83,0.0,28.3,28.4,99.64788732394368,0.0
120,0.38,0.83,0.0,28.3,28.4,99.64788732394368,0.0
120,0.4,0.83,0.0,28.3,28.4,99.64788732394368,0.0
120,0.45,0.83,0.0,28.3,28.4,99.64788732394368,0.0
120,0.5,0.83,0.0,28.4,28.4,100.0,0.0
120,0.55,0.83,0.0,28.4,28.4,100.0,0.0
120,0.6,0.83,0.0,28.4,28.4,100.0,0.0
120,0.65,0.83,0.0,28.4,28.4,100.0,0.0
120,0.7,0.83,0.0,28.4,28.4,100.0,0.0
120,0.75,0.83,0.0,28.4,28.4,100.0,0.0
120,0.8,0.83,0.0,28.4,28.4,100.0,0.0
120,0.85,0.83,0.0,28.4,28.4,100.0,0.0
120,0.9,0.83,0.0,28.4,28.4,100.0,0.0
120,0.95,0.83,0.0,28.4,28.4,100.0,0.0
120,1.0,0.83,0.0,28.4,28.4,100.0,0.0
